educ.category,p20,urban,povcal_year,iso3,value,total,percentage,demographic
Completed secondary education,P20,Rural,2014,SLE,309912.667642126,6899941.74374946,0.0449152585850266,P20 Rural
Completed secondary education,P20,Urban,2014,SLE,54249.9863463299,955237.755484338,0.0567921295351473,P20 Urban
Completed secondary education,Not P20,Rural,2015,SLE,115932.332300488,966094.093362396,0.120001077635199,Not P20 Rural
Completed secondary education,Not P20,Urban,2015,SLE,1123456.2103151,3342540.46014333,0.336108485061369,Not P20 Urban
Completed secondary education,P20,Rural,2015,SLE,424674.401564912,7984579.95828791,0.0531868180647504,P20 Rural
Completed secondary education,P20,Urban,2015,SLE,136576.50392562,1400994.33041363,0.0974854080139619,P20 Urban
Completed secondary education,Not P20,Rural,2016,SLE,122743.368474007,995373.519464568,0.123313877729069,Not P20 Rural
Completed secondary education,Not P20,Urban,2016,SLE,1141968.0273835,3431971.90935194,0.332743990203327,Not P20 Urban
Completed secondary education,P20,Rural,2016,SLE,441614.595079616,8170441.89789995,0.0540502705481724,P20 Rural
Completed secondary education,P20,Urban,2016,SLE,132768.336490948,1398850.84787386,0.0949124323674284,P20 Urban
Completed secondary education,Not P20,Rural,2017,SLE,132847.245268326,1068000.37803308,0.124388762401929,Not P20 Rural
Completed secondary education,Not P20,Urban,2017,SLE,1166244.93840846,3496707.13585639,0.333526627508892,Not P20 Urban
Completed secondary education,P20,Rural,2017,SLE,444336.79838443,8359662.9819423,0.0531524774795637,P20 Rural
Completed secondary education,P20,Urban,2017,SLE,122074.526829686,1383851.86612321,0.0882135796598459,P20 Urban
Completed secondary education,Not P20,Rural,2018,SLE,136338.791660831,1140363.20641649,0.119557340059458,Not P20 Rural
Completed secondary education,Not P20,Urban,2018,SLE,1193376.02956801,3594762.54301553,0.331976317013397,Not P20 Urban
Completed secondary education,P20,Rural,2018,SLE,450466.752444972,8494550.18492681,0.0530300890145195,P20 Rural
Completed secondary education,P20,Urban,2018,SLE,121266.076540023,1385237.79816152,0.0875417034540688,P20 Urban
Completed secondary education,Not P20,Rural,2000,STP,291.349202165915,57354.8162349649,0.00507976873245217,Not P20 Rural
Completed secondary education,Not P20,Urban,2000,STP,2812.6555005811,61199.4892624231,0.0459588067560571,Not P20 Urban
Completed secondary education,P20,Rural,2000,STP,194.352060014445,14414.2986210114,0.0134832824769665,P20 Rural
Completed secondary education,Not P20,Rural,2001,STP,296.45480704283,56588.0810561057,0.00523882064049675,Not P20 Rural
Completed secondary education,Not P20,Urban,2001,STP,2861.9444896502,61333.2708456229,0.0466621859586418,Not P20 Urban
Completed secondary education,P20,Rural,2001,STP,197.757886486841,16438.7161278004,0.0120300079975468,P20 Rural
Completed secondary education,Not P20,Rural,2002,STP,301.967959200332,55332.7418895789,0.00545731060649289,Not P20 Rural
Completed secondary education,Not P20,Urban,2002,STP,2915.16789862494,62038.6502887758,0.0469895441802086,Not P20 Urban
Completed secondary education,P20,Rural,2002,STP,201.435577968465,19052.1302348755,0.0105728637945027,P20 Rural
Completed secondary education,Not P20,Rural,2003,STP,308.046352812319,54180.8417216616,0.00568552172730756,Not P20 Rural
Completed secondary education,Not P20,Urban,2003,STP,2973.84809098639,61886.4324879406,0.0480533126798977,Not P20 Urban
Completed secondary education,P20,Rural,2003,STP,205.490328457864,21701.3433387317,0.00946901421033752,P20 Rural
Completed secondary education,Not P20,Rural,2004,STP,314.84973002897,53167.3461628055,0.00592186281152454,Not P20 Rural
Completed secondary education,Not P20,Urban,2004,STP,3039.52720116993,62115.7882389901,0.0489332468820224,Not P20 Urban
Completed secondary education,P20,Rural,2004,STP,210.028698109409,24390.7396971799,0.00861100158162455,P20 Rural
Completed secondary education,Not P20,Rural,2005,STP,322.498921451062,52876.6536455721,0.00609907963565066,Not P20 Rural
Completed secondary education,Not P20,Urban,2005,STP,3113.37171547923,61684.7928155417,0.0504722732033689,Not P20 Urban
Completed secondary education,P20,Rural,2005,STP,215.131290116789,26565.6855216005,0.00809808916626172,P20 Rural
Completed secondary education,Not P20,Rural,2006,STP,331.118853631942,50389.6913243699,0.00657116257173426,Not P20 Rural
Completed secondary education,Not P20,Urban,2006,STP,3196.58766212658,61423.0037966376,0.0520421904586433,Not P20 Urban
Completed secondary education,P20,Rural,2006,STP,220.881439985347,31176.0272725085,0.00708497712215321,P20 Rural
Completed secondary education,Not P20,Rural,2007,STP,340.57845608941,48822.3719472846,0.00697586869513726,Not P20 Rural
Completed secondary education,Not P20,Urban,2007,STP,3287.90970003681,62211.9428372638,0.0528501369686756,Not P20 Urban
Completed secondary education,P20,Rural,2007,STP,227.191713742265,35073.5651304231,0.00647757685588675,P20 Rural
Completed secondary education,Not P20,Rural,2008,STP,350.449701780035,47606.7293349816,0.00736134800007199,Not P20 Rural
Completed secondary education,Not P20,Urban,2008,STP,3383.20569976127,62029.425139275,0.0545419483118687,Not P20 Urban
Completed secondary education,P20,Rural,2008,STP,233.776584820063,38720.8278071552,0.0060374893322106,P20 Rural
Completed secondary education,Not P20,Rural,2009,STP,360.189876988461,45552.8958199269,0.00790706870562767,Not P20 Rural
Completed secondary education,Not P20,Urban,2009,STP,3477.23635841054,61929.4704883813,0.0561483302051309,Not P20 Urban
Completed secondary education,P20,Rural,2009,STP,240.274021925043,43173.994315244,0.00556524884333452,P20 Rural
Completed secondary education,Not P20,Rural,2010,STP,369.395530386669,43370.908684437,0.00851712683896847,Not P20 Rural
Completed secondary education,Not P20,Urban,2010,STP,3566.10679798761,61468.4261566492,0.0580152611830269,Not P20 Urban
Completed secondary education,P20,Rural,2010,STP,246.414892359628,47623.6437307358,0.00517421333304227,P20 Rural
Completed secondary education,Not P20,Rural,2011,STP,377.900775895624,41225.0608307272,0.0091667730327266,Not P20 Rural
Completed secondary education,Not P20,Urban,2011,STP,3648.21557119418,59063.4546143048,0.0617677309093702,Not P20 Urban
Completed secondary education,P20,Rural,2011,STP,252.088537501971,51864.6198266807,0.00486051065918137,P20 Rural
Completed secondary education,Not P20,Rural,2012,STP,385.846923878949,37567.9607689174,0.010270637958028,Not P20 Rural
Completed secondary education,Not P20,Urban,2012,STP,3724.92687387694,56344.4051990125,0.0661099688730447,Not P20 Urban
Completed secondary education,P20,Rural,2012,STP,257.389222104015,57479.123591807,0.00447796010133848,P20 Rural
Completed secondary education,Not P20,Rural,2013,STP,393.389620534255,36815.3797505093,0.0106854695836409,Not P20 Rural
Completed secondary education,Not P20,Urban,2013,STP,3797.74329856266,55837.6488975515,0.068014025904468,Not P20 Urban
Completed secondary education,P20,Rural,2013,STP,262.420774008482,60089.7246718939,0.00436714888346335,P20 Rural
Completed secondary education,Not P20,Rural,2014,STP,400.844254209332,36816.9600997926,0.0108874891659399,Not P20 Rural
Completed secondary education,Not P20,Urban,2014,STP,3869.7095722135,56895.7582021223,0.068014025904468,Not P20 Urban
Completed secondary education,P20,Rural,2014,STP,267.393581212462,61924.471508196,0.00431805996401715,P20 Rural
Completed secondary education,Not P20,Rural,2015,STP,408.432006342894,37211.847318542,0.0109758594580543,Not P20 Rural
Completed secondary education,Not P20,Urban,2015,STP,3942.96095789381,57071.6283772969,0.0690879351089677,Not P20 Urban
Completed secondary education,P20,Rural,2015,STP,272.455188545084,63398.7030319174,0.00429748836356982,P20 Rural
Completed secondary education,Not P20,Rural,2016,STP,416.204076342048,35517.3870730598,0.0117183191287667,Not P20 Rural
Completed secondary education,Not P20,Urban,2016,STP,4017.9917294611,55696.5785443305,0.0721407281106696,Not P20 Urban
Completed secondary education,P20,Rural,2016,STP,277.63974990198,67007.6857140196,0.00414340156570863,P20 Rural
Completed secondary education,Not P20,Rural,2017,STP,424.113360752254,34423.6183973947,0.0123204177973444,Not P20 Rural
Completed secondary education,Not P20,Urban,2017,STP,4094.34715496646,55369.8713916208,0.0739453975973306,Not P20 Urban
Completed secondary education,P20,Rural,2017,STP,282.91584369917,70049.7773541712,0.00403878291102553,P20 Rural
Completed secondary education,Not P20,Rural,2018,STP,432.180339336356,33125.3285243933,0.0130468242456253,Not P20 Rural
Completed secondary education,Not P20,Urban,2018,STP,4172.2249439529,53982.4007133465,0.0772886142301812,Not P20 Urban
Completed secondary education,P20,Rural,2018,STP,288.297131494905,73335.2355744312,0.00393122254584292,P20 Rural
Completed secondary education,Not P20,Rural,2000,SWZ,91101.2339640955,351292.887715576,0.259331279253953,Not P20 Rural
Completed secondary education,Not P20,Urban,2000,SWZ,67833.2884735425,157176.32859932,0.431574455759594,Not P20 Urban
Completed secondary education,P20,Rural,2000,SWZ,27166.7963993421,450708.825427212,0.0602757143119876,P20 Rural
Completed secondary education,P20,Urban,2000,SWZ,2630.86495170179,13599.3988956572,0.193454502797319,P20 Urban
Completed secondary education,Not P20,Rural,2001,SWZ,93967.151607672,362225.57422665,0.259416116071571,Not P20 Rural
Completed secondary education,Not P20,Urban,2001,SWZ,68384.7605229367,158598.020719209,0.431182937925871,Not P20 Urban
Completed secondary education,P20,Rural,2001,SWZ,25262.375898983,446296.264039322,0.056604497806769,P20 Rural
Completed secondary education,P20,Urban,2001,SWZ,2652.25339562428,13566.0817543036,0.195506222331507,P20 Urban
Completed secondary education,Not P20,Rural,2002,SWZ,95447.1297463022,374131.560190826,0.255116488161595,Not P20 Rural
Completed secondary education,Not P20,Urban,2002,SWZ,68752.4535336045,159729.945717648,0.430429330109064,Not P20 Urban
Completed secondary education,P20,Rural,2002,SWZ,24423.4742749766,438737.559934867,0.0556676166011463,P20 Rural
Completed secondary education,P20,Urban,2002,SWZ,2666.51410266827,13359.8533099404,0.199591570416739,P20 Urban
Completed secondary education,Not P20,Rural,2003,SWZ,93525.0214344531,361107.67136344,0.258994834092916,Not P20 Rural
Completed secondary education,Not P20,Urban,2003,SWZ,69004.9810453348,160004.044369826,0.431270230181431,Not P20 Urban
Completed secondary education,P20,Rural,2003,SWZ,26785.8668793463,454747.114083526,0.0589027748605489,P20 Rural
Completed secondary education,P20,Urban,2003,SWZ,2676.30819926747,13721.5128599475,0.195044688336044,P20 Urban
Completed secondary education,Not P20,Rural,2004,SWZ,92064.3851570661,351443.600734614,0.261960624591332,Not P20 Rural
Completed secondary education,Not P20,Urban,2004,SWZ,69240.0347057323,157377.72383767,0.439960834464421,Not P20 Urban
Completed secondary education,P20,Rural,2004,SWZ,28656.3216112193,467190.254436988,0.0613375842904796,P20 Rural
Completed secondary education,P20,Urban,2004,SWZ,2685.42458520165,16939.5997763978,0.158529399788022,P20 Urban
Completed secondary education,Not P20,Rural,2005,SWZ,91268.4222769787,341176.570241218,0.267510814744548,Not P20 Rural
Completed secondary education,Not P20,Urban,2005,SWZ,69529.6688515666,155927.644030078,0.445909827497647,Not P20 Urban
Completed secondary education,P20,Rural,2005,SWZ,29957.264578881,480881.66676961,0.062296541226292,P20 Rural
Completed secondary education,P20,Urban,2005,SWZ,2696.65783572272,19118.8567044756,0.141047023752809,P20 Urban
Completed secondary education,Not P20,Rural,2006,SWZ,91218.7551212219,339715.355759314,0.268515254240817,Not P20 Rural
Completed secondary education,Not P20,Urban,2006,SWZ,69901.6122585045,156311.319690281,0.447194818628679,Not P20 Urban
Completed secondary education,P20,Rural,2006,SWZ,30655.4188585132,486740.416094199,0.0629810425534509,P20 Rural
Completed secondary education,P20,Urban,2006,SWZ,2711.08339130685,19671.578310809,0.13781727873951,P20 Urban
Completed secondary education,Not P20,Rural,2007,SWZ,91796.3052167686,339065.103208147,0.27073356812074,Not P20 Rural
Completed secondary education,Not P20,Urban,2007,SWZ,70344.1932034552,156929.665774343,0.448252998286549,Not P20 Urban
Completed secondary education,P20,Rural,2007,SWZ,30849.5131548805,492623.360204957,0.062622919753634,P20 Rural
Completed secondary education,P20,Urban,2007,SWZ,2728.24857262953,20167.465143213,0.13527969694038,P20 Urban
Completed secondary education,Not P20,Rural,2008,SWZ,92064.4780487811,336497.315403938,0.273596471158366,Not P20 Rural
Completed secondary education,Not P20,Urban,2008,SWZ,70836.2271716754,156608.670137587,0.452313573121099,Not P20 Urban
Completed secondary education,P20,Rural,2008,SWZ,31439.2065652811,501008.529037228,0.0627518390269659,P20 Rural
Completed secondary education,P20,Urban,2008,SWZ,2747.33175363353,21727.1956366437,0.126446679984786,P20 Urban
Completed secondary education,Not P20,Rural,2009,SWZ,93100.6351962694,342296.55911712,0.271988229844911,Not P20 Rural
Completed secondary education,Not P20,Urban,2009,SWZ,71343.7109930045,159159.473033569,0.448252998286549,Not P20 Urban
Completed secondary education,P20,Rural,2009,SWZ,31287.8526366919,501209.331956858,0.062424720853731,P20 Rural
Completed secondary education,P20,Urban,2009,SWZ,2767.01414599774,20454.0238378654,0.13527969694038,P20 Urban
Completed secondary education,Not P20,Rural,2010,SWZ,93749.4986420284,348256.206230062,0.269196921590815,Not P20 Rural
Completed secondary education,Not P20,Urban,2010,SWZ,71840.9398899993,160268.732534109,0.448252998286549,Not P20 Urban
Completed secondary education,P20,Rural,2010,SWZ,31505.9128446534,501128.486184492,0.0628699299944693,P20 Rural
Completed secondary education,P20,Urban,2010,SWZ,2786.2988085508,20596.5778425626,0.135279696940379,P20 Urban
Completed secondary education,Not P20,Rural,2011,SWZ,92806.2217223781,339420.671644434,0.273425367031266,Not P20 Rural
Completed secondary education,Not P20,Urban,2011,SWZ,72326.3621306883,159750.50109582,0.452745760636496,Not P20 Urban
Completed secondary education,P20,Rural,2011,SWZ,33295.5283923253,515703.230491347,0.0645633504382013,P20 Rural
Completed secondary education,P20,Urban,2011,SWZ,2805.12555849236,22336.898584811,0.125582589178241,P20 Urban
Completed secondary education,Not P20,Rural,2012,SWZ,97792.9638441478,377573.509589644,0.259003773729867,Not P20 Rural
Completed secondary education,Not P20,Urban,2012,SWZ,72815.8998344325,168721.523859128,0.431574455759593,Not P20 Urban
Completed secondary education,P20,Rural,2012,SWZ,29162.3002503923,483338.259917538,0.0603351786290777,P20 Rural
Completed secondary education,P20,Urban,2012,SWZ,2824.11192368708,14598.3261327645,0.193454502797319,P20 Urban
Completed secondary education,Not P20,Rural,2013,SWZ,98810.8039868896,381138.929403973,0.259251407725289,Not P20 Rural
Completed secondary education,Not P20,Urban,2013,SWZ,73325.3401873779,169901.946718143,0.431574455759593,Not P20 Urban
Completed secondary education,P20,Rural,2013,SWZ,29032.6745593798,485796.019061512,0.0597630968970613,P20 Rural
Completed secondary education,P20,Urban,2013,SWZ,2843.87019871261,14700.4600957369,0.193454502797319,P20 Urban
Completed secondary education,Not P20,Rural,2014,SWZ,98640.4121530981,375391.423100283,0.262766824394779,Not P20 Rural
Completed secondary education,Not P20,Urban,2014,SWZ,73877.3519696319,167918.019474541,0.439960834464421,Not P20 Urban
Completed secondary education,P20,Rural,2014,SWZ,30165.5045661348,498070.031819557,0.0605647853494291,P20 Rural
Completed secondary education,P20,Urban,2014,SWZ,2865.27957578306,18074.1211385041,0.158529399788022,P20 Urban
Completed secondary education,Not P20,Rural,2015,SWZ,98466.5941557402,369265.979990532,0.266654930297843,Not P20 Rural
Completed secondary education,Not P20,Urban,2015,SWZ,74486.1031687615,167660.642251915,0.444267075255765,Not P20 Urban
Completed secondary education,P20,Rural,2015,SWZ,31400.6864885295,511392.818822932,0.0614022828103142,P20 Rural
Completed secondary education,P20,Urban,2015,SWZ,2888.88955003222,19864.0781790071,0.145432852408187,P20 Urban
Completed secondary education,Not P20,Rural,2016,SWZ,98076.4581764547,365254.69829917,0.268515254240818,Not P20 Rural
Completed secondary education,Not P20,Urban,2016,SWZ,75156.7212469336,168062.594010819,0.447194818628679,Not P20 Urban
Completed secondary education,P20,Rural,2016,SWZ,32960.0519275141,523332.904493308,0.0629810425534509,P20 Rural
Completed secondary education,P20,Urban,2016,SWZ,2914.89898636567,21150.4610526751,0.13781727873951,P20 Urban
Completed secondary education,Not P20,Rural,2017,SWZ,98624.0211428224,362802.762516837,0.271839223214971,Not P20 Rural
Completed secondary education,Not P20,Urban,2017,SWZ,75883.2691426917,168383.20269887,0.450658188741062,Not P20 Urban
Completed secondary education,P20,Rural,2017,SWZ,33679.2326282992,534374.90969717,0.0630254752181109,P20 Rural
Completed secondary education,P20,Urban,2017,SWZ,2943.07762015589,22658.9947849635,0.129885621497601,P20 Urban
Completed secondary education,Not P20,Rural,2018,SWZ,98763.1598109593,360655.780880685,0.273843273965524,Not P20 Rural
Completed secondary education,Not P20,Urban,2018,SWZ,76654.9521988419,169311.253386616,0.452745760636496,Not P20 Urban
Completed secondary education,P20,Rural,2018,SWZ,34885.5312398443,545645.599573961,0.0639344132291781,P20 Rural
Completed secondary education,P20,Urban,2018,SWZ,2973.00678844381,23673.7178927262,0.125582589178241,P20 Urban
Completed secondary education,Not P20,Rural,2000,TCD,77884.5758757152,1550356.30796117,0.050236565282299,Not P20 Rural
Completed secondary education,Not P20,Urban,2000,TCD,269236.580183581,1384019.99583238,0.194532290714237,Not P20 Urban
Completed secondary education,P20,Rural,2000,TCD,127189.950324191,5152088.11163819,0.0246870681494904,P20 Rural
Completed secondary education,P20,Urban,2000,TCD,1271.4918567003,201311.680134784,0.00631603618751279,P20 Urban
Completed secondary education,Not P20,Rural,2001,TCD,80889.6971515127,1612139.78648177,0.0501753618574485,Not P20 Rural
Completed secondary education,Not P20,Urban,2001,TCD,279624.883210662,1437421.42851453,0.194532290714237,Not P20 Urban
Completed secondary education,P20,Rural,2001,TCD,132097.48460154,5348913.71070093,0.0246961330367451,P20 Rural
Completed secondary education,P20,Urban,2001,TCD,1320.55147072029,209079.148933805,0.00631603618751279,P20 Urban
Completed secondary education,Not P20,Rural,2002,TCD,84069.9168406511,1677599.53754689,0.0501132212778171,Not P20 Rural
Completed secondary education,Not P20,Urban,2002,TCD,290618.478074714,1493934.38491724,0.194532290714237,Not P20 Urban
Completed secondary education,P20,Rural,2002,TCD,137290.964565108,5557131.32731615,0.0247053662184035,P20 Rural
Completed secondary education,P20,Urban,2002,TCD,1372.46962514037,217299.202283518,0.0063160361875128,P20 Urban
Completed secondary education,Not P20,Rural,2003,TCD,115965.277529685,2412311.29161597,0.0480722690859691,Not P20 Rural
Completed secondary education,Not P20,Urban,2003,TCD,302455.864230549,1577000.71780606,0.191791836754094,Not P20 Urban
Completed secondary education,P20,Rural,2003,TCD,114100.661334912,5106926.69789306,0.0223423338701897,P20 Rural
Completed secondary education,P20,Urban,2003,TCD,1017.68130251638,201527.445597471,0.00504983973522436,P20 Urban
Completed secondary education,Not P20,Rural,2004,TCD,149263.387350719,3253101.58786622,0.0458834079782379,Not P20 Rural
Completed secondary education,Not P20,Urban,2004,TCD,314400.580937406,1660232.35866677,0.189371433038374,Not P20 Urban
Completed secondary education,P20,Rural,2004,TCD,89658.9914590644,4555591.15542474,0.0196810882276606,P20 Rural
Completed secondary education,P20,Urban,2004,TCD,755.246832789605,186760.645502601,0.00404392922693708,P20 Urban
Completed secondary education,Not P20,Rural,2005,TCD,176102.467059679,4143093.92486544,0.0425050627027235,Not P20 Rural
Completed secondary education,Not P20,Urban,2005,TCD,326400.470563105,1730551.18936327,0.188610699625244,Not P20 Urban
Completed secondary education,P20,Rural,2005,TCD,71701.2630480234,3955867.74918097,0.0181252932590753,P20 Rural
Completed secondary education,P20,Urban,2005,TCD,470.499312894827,185099.233154861,0.00254187607844484,P20 Urban
Completed secondary education,Not P20,Rural,2006,TCD,171011.754966138,4088871.99786282,0.0418236998016868,Not P20 Rural
Completed secondary education,Not P20,Urban,2006,TCD,337730.308340661,1789521.47134047,0.188726603032977,Not P20 Urban
Completed secondary education,P20,Rural,2006,TCD,85639.5795330731,4299255.65783696,0.0199196294309606,P20 Rural
Completed secondary education,P20,Urban,2006,TCD,811.289040722615,194525.488564335,0.00417060533665901,P20 Urban
Completed secondary education,Not P20,Rural,2007,TCD,171936.422901829,3975700.82471347,0.0432468212479797,Not P20 Rural
Completed secondary education,Not P20,Urban,2007,TCD,349386.177419019,1849205.46104489,0.188938538620581,Not P20 Urban
Completed secondary education,P20,Rural,2007,TCD,93572.5541595975,4701920.88986351,0.0199009205708508,P20 Rural
Completed secondary education,P20,Urban,2007,TCD,839.288537983697,203315.636474587,0.0041280078233855,P20 Urban
Completed secondary education,Not P20,Rural,2008,TCD,172730.535915919,3851503.68057606,0.0448475583152199,Not P20 Rural
Completed secondary education,Not P20,Urban,2008,TCD,361192.678177568,1909145.86866274,0.189190718271603,Not P20 Urban
Completed secondary education,P20,Rural,2008,TCD,101750.553214263,5119353.2962325,0.0198756654066334,P20 Rural
Completed secondary education,P20,Urban,2008,TCD,867.649879675994,212734.274694825,0.00407856176876373,P20 Urban
Completed secondary education,Not P20,Rural,2009,TCD,180065.800844454,4082297.5805439,0.0441089355422402,Not P20 Rural
Completed secondary education,Not P20,Urban,2009,TCD,373354.280849436,1974284.17387136,0.189108683436046,Not P20 Urban
Completed secondary education,P20,Rural,2009,TCD,103657.252889732,5190614.24058922,0.0199701322589454,P20 Rural
Completed secondary education,P20,Urban,2009,TCD,896.86424013356,219041.114363015,0.00409450181415347,P20 Urban
Completed secondary education,Not P20,Rural,2010,TCD,189247.127563143,4339984.1924204,0.0436054877558437,Not P20 Rural
Completed secondary education,Not P20,Urban,2010,TCD,386014.221176829,2041942.44778452,0.189042654750455,Not P20 Urban
Completed secondary education,P20,Rural,2010,TCD,104096.59242297,5247359.56732511,0.0198378996307345,P20 Rural
Completed secondary education,P20,Urban,2010,TCD,927.275697412236,225755.544050398,0.00410743267153266,P20 Urban
Completed secondary education,Not P20,Rural,2011,TCD,180035.03112797,3946034.26250852,0.0456242949632983,Not P20 Rural
Completed secondary education,Not P20,Urban,2011,TCD,399218.812588004,2107359.89045632,0.189440263334213,Not P20 Urban
Completed secondary education,P20,Rural,2011,TCD,123343.251713476,5969268.80578261,0.0206630419447671,P20 Rural
Completed secondary education,P20,Urban,2011,TCD,958.995504709784,237910.438829889,0.00403090973824603,P20 Urban
Completed secondary education,Not P20,Rural,2012,TCD,187634.163941067,4206028.48969887,0.0446107686623161,Not P20 Rural
Completed secondary education,Not P20,Urban,2012,TCD,412904.8827917,2180396.88545858,0.189371433038375,Not P20 Urban
Completed secondary education,P20,Rural,2012,TCD,126144.5718508,6049192.2618393,0.0208531265647762,P20 Rural
Completed secondary education,P20,Urban,2012,TCD,991.871910802478,245274.300102856,0.00404392922693709,P20 Urban
Completed secondary education,Not P20,Rural,2013,TCD,182613.668845101,4038738.82054399,0.0452155182494579,Not P20 Rural
Completed secondary education,Not P20,Urban,2013,TCD,426975.703254,2250343.64960217,0.189737999940357,Not P20 Urban
Completed secondary education,P20,Rural,2013,TCD,141857.903094316,6565955.56526202,0.0216050659624978,P20 Rural
Completed secondary education,P20,Urban,2013,TCD,1025.67255632679,257988.664890083,0.00397564969284128,P20 Urban
Completed secondary education,Not P20,Rural,2014,TCD,185064.979553627,4083973.54616868,0.0453149310252615,Not P20 Rural
Completed secondary education,Not P20,Urban,2014,TCD,441287.489189267,2322331.42241144,0.190019169930124,Not P20 Urban
Completed secondary education,P20,Rural,2014,TCD,150282.545383317,6876179.27626946,0.0218555304254443,P20 Rural
Completed secondary education,P20,Urban,2014,TCD,1060.05204432565,270077.608544865,0.00392499048713088,P20 Urban
Completed secondary education,Not P20,Rural,2015,TCD,191124.96969909,4117084.43063038,0.0464224071474353,Not P20 Rural
Completed secondary education,Not P20,Urban,2015,TCD,455737.537179187,2394021.5506159,0.190364843232902,Not P20 Urban
Completed secondary education,P20,Rural,2015,TCD,155203.577694534,7201960.81033533,0.0215501835933077,P20 Rural
Completed secondary education,P20,Urban,2015,TCD,1094.76366268687,283276.437821708,0.00386464780164988,P20 Urban
Completed secondary education,Not P20,Rural,2016,TCD,172665.724956621,3578591.3915177,0.0482496340224506,Not P20 Rural
Completed secondary education,Not P20,Urban,2016,TCD,469842.195584706,2447636.79255308,0.191957482014569,Not P20 Urban
Completed secondary education,P20,Rural,2016,TCD,184724.223888949,8101973.29220062,0.0227999053103241,P20 Rural
Completed secondary education,P20,Urban,2016,TCD,1580.89055008477,315171.524384648,0.00501596885432894,P20 Urban
Completed secondary education,Not P20,Rural,2017,TCD,144589.941797726,3030049.60690871,0.0477186714923913,Not P20 Rural
Completed secondary education,Not P20,Urban,2017,TCD,484526.536793051,2492353.90147858,0.194405191215263,Not P20 Urban
Completed secondary education,P20,Rural,2017,TCD,223969.791291575,9015576.79100583,0.0248425360333033,P20 Rural
Completed secondary education,P20,Urban,2017,TCD,1630.29934407698,356802.598743711,0.00456919133946112,P20 Urban
Completed secondary education,Not P20,Rural,2018,TCD,120704.056231138,2432409.01630649,0.0496232563775077,Not P20 Rural
Completed secondary education,Not P20,Urban,2018,TCD,498650.986720348,2546753.97317349,0.195798648779168,Not P20 Urban
Completed secondary education,P20,Rural,2018,TCD,259169.554256458,9982988.48793415,0.0259611192149226,P20 Rural
Completed secondary education,P20,Urban,2018,TCD,2429.66866934773,389864.62460861,0.00623208292310929,P20 Urban
Completed secondary education,Not P20,Rural,2000,TJK,5165802.55271415,6032381.65907964,0.856345444413127,Not P20 Rural
Completed secondary education,Not P20,Urban,2000,TJK,1992829.58697292,2332475.50430849,0.854383929559735,Not P20 Urban
Completed secondary education,P20,Rural,2000,TJK,2995209.83016241,3849535.331968,0.778070486920605,P20 Rural
Completed secondary education,P20,Urban,2000,TJK,173225.043490846,202268.431201692,0.856411662767654,P20 Urban
Completed secondary education,Not P20,Rural,2001,TJK,5558386.06105835,6523415.62823425,0.852066827844126,Not P20 Rural
Completed secondary education,Not P20,Urban,2001,TJK,2040703.82674006,2386761.07818115,0.855009680439062,Not P20 Urban
Completed secondary education,P20,Rural,2001,TJK,2713038.0849808,3511512.38476848,0.772612421003799,P20 Rural
Completed secondary education,P20,Urban,2001,TJK,169590.077774707,198686.613474193,0.853555631198747,P20 Urban
Completed secondary education,Not P20,Rural,2002,TJK,5908085.28769574,6991522.6731701,0.845035561476181,Not P20 Rural
Completed secondary education,Not P20,Urban,2002,TJK,2111825.39886898,2467285.95115328,0.85593054095811,Not P20 Urban
Completed secondary education,P20,Rural,2002,TJK,2453676.44058716,3200055.34502173,0.766760626313636,P20 Rural
Completed secondary education,P20,Urban,2002,TJK,154270.271995673,177691.560929167,0.868191326526588,P20 Urban
Completed secondary education,Not P20,Rural,2003,TJK,6231976.92142274,7466609.45068997,0.834646162033674,Not P20 Rural
Completed secondary education,Not P20,Urban,2003,TJK,2229442.04961575,2604251.02451663,0.856078015762537,Not P20 Urban
Completed secondary education,P20,Rural,2003,TJK,2150647.72608703,2848024.42124981,0.755136687045422,P20 Rural
Completed secondary education,P20,Urban,2003,TJK,124529.127475993,146169.782769534,0.851948502053521,P20 Urban
Completed secondary education,Not P20,Rural,2004,TJK,6595650.70361104,7868432.919927,0.838241968983098,Not P20 Rural
Completed secondary education,Not P20,Urban,2004,TJK,2324066.7009236,2722960.46226786,0.853507325254353,Not P20 Urban
Completed secondary education,P20,Rural,2004,TJK,1911862.23795909,2571729.37618879,0.743415017015672,P20 Rural
Completed secondary education,P20,Urban,2004,TJK,119007.391917392,142415.597937184,0.83563453470794,P20 Urban
Completed secondary education,Not P20,Rural,2005,TJK,6887025.54318071,8303852.63799819,0.82937713895185,Not P20 Rural
Completed secondary education,Not P20,Urban,2005,TJK,2452804.02045034,2872775.81971811,0.853809755573275,Not P20 Urban
Completed secondary education,P20,Rural,2005,TJK,1679968.95787341,2252274.50571987,0.745898847412676,P20 Rural
Completed secondary education,P20,Urban,2005,TJK,105763.582142374,129454.515876439,0.816994149847373,P20 Urban
Completed secondary education,Not P20,Rural,2006,TJK,7143807.51429119,8622516.26204401,0.828506122480506,Not P20 Rural
Completed secondary education,Not P20,Urban,2006,TJK,2548177.94445751,2990258.62748148,0.85215971656729,Not P20 Urban
Completed secondary education,P20,Rural,2006,TJK,1554129.5438894,2093075.21117356,0.742510128443029,P20 Rural
