educ.category,p20,urban,povcal_year,iso3,value,total,percentage,demographic
Completed secondary education,P20,Urban,2006,TJK,99018.7650618135,118188.861206314,0.837801160373004,P20 Urban
Completed secondary education,Not P20,Rural,2007,TJK,7449950.15805456,8973639.16054041,0.83020389217499,Not P20 Rural
Completed secondary education,Not P20,Urban,2007,TJK,2602646.2038047,3055592.11065548,0.851764931166283,Not P20 Urban
Completed secondary education,P20,Rural,2007,TJK,1439064.98371433,1957021.23014486,0.735334375298426,P20 Rural
Completed secondary education,P20,Urban,2007,TJK,97745.7667535132,117424.829641302,0.832411399293467,P20 Urban
Completed secondary education,Not P20,Rural,2008,TJK,7747141.24998186,9347772.79807588,0.828768672209974,Not P20 Rural
Completed secondary education,Not P20,Urban,2008,TJK,2677748.8968505,3145759.94879909,0.851224804318824,Not P20 Urban
Completed secondary education,P20,Rural,2008,TJK,1339887.95728761,1798078.78155209,0.745177558978268,P20 Rural
Completed secondary education,P20,Urban,2008,TJK,87819.8889252962,105943.812968981,0.828928905466226,P20 Urban
Completed secondary education,Not P20,Rural,2009,TJK,7962195.62741335,9616130.83801918,0.828004086210362,Not P20 Rural
Completed secondary education,Not P20,Urban,2009,TJK,2748635.55495155,3228603.64933848,0.851338799519329,Not P20 Urban
Completed secondary education,P20,Rural,2009,TJK,1295280.01099274,1753031.8673233,0.738879900095881,P20 Rural
Completed secondary education,P20,Urban,2009,TJK,90219.3535599577,108852.739548578,0.828820238554447,P20 Urban
Completed secondary education,Not P20,Rural,2010,TJK,8199091.61793127,9901217.72199104,0.82808921570533,Not P20 Rural
Completed secondary education,Not P20,Urban,2010,TJK,2815037.62832792,3304911.05105121,0.851774097651592,Not P20 Urban
Completed secondary education,P20,Rural,2010,TJK,1241794.05661618,1714278.6051164,0.724382870386378,P20 Rural
Completed secondary education,P20,Urban,2010,TJK,92024.7774250971,111025.881110185,0.82885878954448,P20 Urban
Completed secondary education,Not P20,Rural,2011,TJK,8154878.57457131,9840031.17008922,0.828745197409509,Not P20 Rural
Completed secondary education,Not P20,Urban,2011,TJK,2842907.29342759,3341849.77895909,0.850698709237942,Not P20 Urban
Completed secondary education,P20,Rural,2011,TJK,1551333.65396876,2078945.29308162,0.746211869610683,P20 Rural
Completed secondary education,P20,Urban,2011,TJK,91858.31274998,110762.873316208,0.829324032500867,P20 Urban
Completed secondary education,Not P20,Rural,2012,TJK,8232457.48473036,9911066.08560674,0.830632891923289,Not P20 Rural
Completed secondary education,Not P20,Urban,2012,TJK,2881862.41347674,3388173.78893474,0.85056511058803,Not P20 Urban
Completed secondary education,P20,Rural,2012,TJK,1684059.24903224,2298422.19605033,0.732702308534164,P20 Rural
Completed secondary education,P20,Urban,2012,TJK,106747.400749491,128237.673406324,0.83241841429281,P20 Urban
Completed secondary education,Not P20,Rural,2013,TJK,5819189.83592674,6952562.85841741,0.836984857876041,Not P20 Rural
Completed secondary education,Not P20,Urban,2013,TJK,1947187.62232928,2255348.31612922,0.863364478295386,Not P20 Urban
Completed secondary education,P20,Rural,2013,TJK,1104611.6405907,1456131.52363088,0.758593315689189,P20 Rural
Completed secondary education,P20,Urban,2013,TJK,48135.7373001084,57520.5922407791,0.836843562017129,P20 Urban
Completed secondary education,Not P20,Rural,2014,TJK,5999574.20850783,7140413.21057516,0.840227873594527,Not P20 Rural
Completed secondary education,Not P20,Urban,2014,TJK,1976889.85229702,2288170.35385027,0.863960958575717,Not P20 Urban
Completed secondary education,P20,Rural,2014,TJK,1200549.13753311,1581293.21972658,0.759219809809026,P20 Rural
Completed secondary education,P20,Urban,2014,TJK,51335.5436249437,60945.2037224701,0.842322947326807,P20 Urban
Completed secondary education,Not P20,Rural,2015,TJK,6189972.52240165,7355932.5352515,0.841493922454798,Not P20 Rural
Completed secondary education,Not P20,Urban,2015,TJK,2011104.61646012,2323135.40752697,0.865685491230573,Not P20 Urban
Completed secondary education,P20,Rural,2015,TJK,1294588.91983086,1692764.45527441,0.764777944029426,P20 Rural
Completed secondary education,P20,Urban,2015,TJK,54995.2729769381,66988.2810390734,0.820968565305626,P20 Urban
Completed secondary education,Not P20,Rural,2016,TJK,6502606.23123589,7711738.40784074,0.843208870340376,Not P20 Rural
Completed secondary education,Not P20,Urban,2016,TJK,2045678.705303,2362808.8556469,0.865782562315192,Not P20 Urban
Completed secondary education,P20,Rural,2016,TJK,1247020.85558621,1642029.46354772,0.759438781866881,P20 Rural
Completed secondary education,P20,Urban,2016,TJK,53890.5291919328,63978.4649853831,0.842322947326807,P20 Urban
Completed secondary education,Not P20,Rural,2017,TJK,9317485.57900963,11483766.5596715,0.811361457984582,Not P20 Rural
Completed secondary education,Not P20,Urban,2017,TJK,2864027.96570967,3400839.53743542,0.842153219575142,Not P20 Urban
Completed secondary education,P20,Rural,2017,TJK,2083286.27183246,2739774.17251715,0.760386126977194,P20 Rural
Completed secondary education,P20,Urban,2017,TJK,89837.9565631769,107058.099148393,0.839151425980883,P20 Urban
Completed secondary education,Not P20,Rural,2018,TJK,9668859.38916586,11944252.2687231,0.809498926482364,Not P20 Rural
Completed secondary education,Not P20,Urban,2018,TJK,2951458.60188509,3505052.62388463,0.842058285166059,Not P20 Urban
Completed secondary education,P20,Rural,2018,TJK,2035346.0131873,2615739.42742747,0.778114972709274,P20 Rural
Completed secondary education,P20,Urban,2018,TJK,88820.6344118465,106577.991362957,0.833386267427044,P20 Urban
Completed secondary education,Not P20,Rural,2000,TLS,284076.880609394,777086.427427023,0.365566648165492,Not P20 Rural
Completed secondary education,Not P20,Urban,2000,TLS,287612.510667565,434908.096649474,0.661317903445183,Not P20 Urban
Completed secondary education,P20,Rural,2000,TLS,67738.8393408833,525459.84997569,0.128913444755136,P20 Rural
Completed secondary education,P20,Urban,2000,TLS,3437.04990277644,23540.2051069279,0.146007644672769,P20 Urban
Completed secondary education,Not P20,Rural,2001,TLS,282348.014912662,748871.159746551,0.377031497658716,Not P20 Rural
Completed secondary education,Not P20,Urban,2001,TLS,292320.525990281,440245.201100473,0.663994803940106,Not P20 Urban
Completed secondary education,P20,Rural,2001,TLS,76169.8756231495,578490.156982443,0.131670132505749,P20 Rural
Completed secondary education,P20,Urban,2001,TLS,4273.57911456002,26936.6610687314,0.158652889593687,P20 Urban
Completed secondary education,Not P20,Rural,2002,TLS,277464.782283804,722223.847721776,0.38418114156581,Not P20 Rural
Completed secondary education,Not P20,Urban,2002,TLS,298737.333043417,446523.712630518,0.669029045027696,Not P20 Urban
Completed secondary education,P20,Rural,2002,TLS,89412.9025428953,636617.71905816,0.14044991187989,P20 Rural
Completed secondary education,P20,Urban,2002,TLS,5012.66403351246,31946.2638087256,0.156909241829504,P20 Urban
Completed secondary education,Not P20,Rural,2003,TLS,272780.092340914,691825.212332121,0.394290476089157,Not P20 Rural
Completed secondary education,Not P20,Urban,2003,TLS,306137.754528583,455226.162761546,0.672495958209991,Not P20 Urban
Completed secondary education,P20,Rural,2003,TLS,103932.63927459,702590.794965492,0.147927698483005,P20 Rural
Completed secondary education,P20,Urban,2003,TLS,5929.86928568457,36277.545016193,0.163458395077111,P20 Urban
Completed secondary education,Not P20,Rural,2004,TLS,265103.420982873,659773.219621013,0.401809914526621,Not P20 Rural
Completed secondary education,Not P20,Urban,2004,TLS,312734.346588554,460974.78967034,0.678419630739898,Not P20 Urban
Completed secondary education,P20,Rural,2004,TLS,120783.227398889,771110.400590778,0.156635453634593,P20 Rural
Completed secondary education,P20,Urban,2004,TLS,7593.97837583873,43412.1414740778,0.174927522992001,P20 Urban
Completed secondary education,Not P20,Rural,2005,TLS,256317.932255536,625004.135146424,0.410105978251627,Not P20 Rural
Completed secondary education,Not P20,Urban,2005,TLS,319655.992062152,468623.487579927,0.682116881748554,Not P20 Urban
Completed secondary education,P20,Rural,2005,TLS,138946.16753495,839927.358890473,0.16542640987251,P20 Rural
Completed secondary education,P20,Urban,2005,TLS,8453.42592100186,47993.2928268614,0.176137652223574,P20 Urban
Completed secondary education,Not P20,Rural,2006,TLS,244390.141282658,560027.993864574,0.436389151899711,Not P20 Rural
Completed secondary education,Not P20,Urban,2006,TLS,323917.195627034,472229.709403304,0.685931421037288,Not P20 Urban
Completed secondary education,P20,Rural,2006,TLS,159251.920439534,936122.143188263,0.170118741019362,P20 Rural
Completed secondary education,P20,Urban,2006,TLS,11394.2783239529,55573.2912896842,0.20503155489853,P20 Urban
Completed secondary education,Not P20,Rural,2007,TLS,223680.975687742,494402.180509709,0.452427162552429,Not P20 Rural
Completed secondary education,Not P20,Urban,2007,TLS,326358.454633264,468308.169576772,0.696888236923577,Not P20 Urban
Completed secondary education,P20,Rural,2007,TLS,188086.536079058,1031633.05705116,0.182319221736349,P20 Rural
Completed secondary education,P20,Urban,2007,TLS,15200.1748194576,69362.1152831149,0.219142319368651,P20 Urban
Completed secondary education,Not P20,Rural,2008,TLS,205118.653863621,433127.465964604,0.473575725350984,Not P20 Rural
Completed secondary education,Not P20,Urban,2008,TLS,328413.099006574,464143.256794817,0.707568394453171,Not P20 Urban
Completed secondary education,P20,Rural,2008,TLS,214484.989941209,1120483.45105734,0.191421827550251,P20 Rural
Completed secondary education,P20,Urban,2008,TLS,19607.4322965615,83857.4226343569,0.23381868510383,P20 Urban
Completed secondary education,Not P20,Rural,2009,TLS,225835.144081077,495393.29163385,0.455870412246103,Not P20 Rural
Completed secondary education,Not P20,Urban,2009,TLS,337775.168185141,482930.617773752,0.699427942138439,Not P20 Urban
Completed secondary education,P20,Rural,2009,TLS,201126.189762833,1086319.46992844,0.185144605551517,P20 Rural
Completed secondary education,P20,Urban,2009,TLS,16180.0969110316,74502.2244370475,0.217176024384392,P20 Urban
Completed secondary education,Not P20,Rural,2010,TLS,245900.393333346,559082.64435611,0.439828343476029,Not P20 Rural
Completed secondary education,Not P20,Urban,2010,TLS,345731.913178164,499870.276652073,0.691643270917678,Not P20 Urban
Completed secondary education,P20,Rural,2010,TLS,188865.55047549,1050662.05625896,0.179758609678905,P20 Rural
Completed secondary education,P20,Urban,2010,TLS,14547.6751422017,67854.4411645192,0.214395327594396,P20 Urban
Completed secondary education,Not P20,Rural,2011,TLS,200076.361194491,421464.523851522,0.474716968740591,Not P20 Rural
Completed secondary education,Not P20,Urban,2011,TLS,329544.088465888,466696.439788661,0.706120853664791,Not P20 Urban
Completed secondary education,P20,Rural,2011,TLS,224466.278140051,1127636.09727263,0.199059145661405,P20 Rural
Completed secondary education,P20,Urban,2011,TLS,20445.5766473518,87299.7924035732,0.23419960213462,P20 Urban
Completed secondary education,Not P20,Rural,2012,TLS,195543.031283546,402849.647313631,0.48539953450998,Not P20 Rural
Completed secondary education,Not P20,Urban,2012,TLS,331971.998072143,468875.99757982,0.708016618009175,Not P20 Urban
Completed secondary education,P20,Rural,2012,TLS,235618.013106609,1138281.17876375,0.206994561187865,P20 Rural
Completed secondary education,P20,Urban,2012,TLS,22963.6210376032,93041.2762567408,0.246811113964481,P20 Urban
Completed secondary education,Not P20,Rural,2013,TLS,192463.716056791,391462.247107001,0.491653326672351,Not P20 Rural
Completed secondary education,Not P20,Urban,2013,TLS,336124.516510315,473442.893222916,0.709957887892626,Not P20 Urban
Completed secondary education,P20,Rural,2013,TLS,245318.501081261,1143133.23625703,0.214601844562326,P20 Rural
Completed secondary education,P20,Urban,2013,TLS,24890.889696472,97734.8680153736,0.254677682611253,P20 Urban
Completed secondary education,Not P20,Rural,2014,TLS,185808.102610311,369784.217740174,0.502477103392411,Not P20 Rural
Completed secondary education,Not P20,Urban,2014,TLS,339426.226611609,475483.664228196,0.713854654002815,Not P20 Urban
Completed secondary education,P20,Rural,2014,TLS,258459.844484795,1156175.92385833,0.223547160212674,P20 Rural
Completed secondary education,P20,Urban,2014,TLS,27143.4782061547,104845.220621104,0.258890944626341,P20 Urban
Completed secondary education,Not P20,Rural,2015,TLS,179681.627572652,349358.417439136,0.514318873121056,Not P20 Rural
Completed secondary education,Not P20,Urban,2015,TLS,341545.012993469,474748.16303614,0.719423558817371,Not P20 Urban
Completed secondary education,P20,Rural,2015,TLS,272385.445383871,1168173.8873552,0.233172003185728,P20 Rural
Completed secondary education,P20,Urban,2015,TLS,31472.6810184031,115365.78761643,0.272807750622256,P20 Urban
Completed secondary education,Not P20,Rural,2016,TLS,212304.913423306,425440.472800196,0.499023781225941,Not P20 Rural
Completed secondary education,Not P20,Urban,2016,TLS,392364.02580187,553375.939675095,0.709037017460932,Not P20 Urban
Completed secondary education,P20,Rural,2016,TLS,310033.850033105,1309215.25306764,0.236808919928683,P20 Rural
Completed secondary education,P20,Urban,2016,TLS,35274.8919729577,138490.125928993,0.254710519875214,P20 Urban
Completed secondary education,Not P20,Rural,2017,TLS,218287.106377307,436706.711725529,0.499848297533153,Not P20 Rural
Completed secondary education,Not P20,Urban,2017,TLS,400705.958701387,566243.113254892,0.707657098729271,Not P20 Urban
Completed secondary education,P20,Rural,2017,TLS,314423.704051091,1331268.20820201,0.23618358953809,P20 Rural
Completed secondary education,P20,Urban,2017,TLS,35592.3461233953,140003.66902716,0.254224381194543,P20 Urban
Completed secondary education,Not P20,Rural,2018,TLS,223770.22856525,446000.761989906,0.501726112679409,Not P20 Rural
Completed secondary education,Not P20,Urban,2018,TLS,407978.971849103,576577.357969097,0.707587570358545,Not P20 Urban
Completed secondary education,P20,Rural,2018,TLS,317955.980293888,1358988.66370039,0.233965145395787,P20 Rural
Completed secondary education,P20,Urban,2018,TLS,35781.1874657819,141876.172480217,0.252200118175384,P20 Urban
Completed secondary education,Not P20,Rural,2000,TZA,2241043.9671518,15131434.5282534,0.148105188768938,Not P20 Rural
Completed secondary education,Not P20,Urban,2000,TZA,6342388.94843546,29195626.1843169,0.217237640610785,Not P20 Urban
Completed secondary education,P20,Rural,2000,TZA,1661998.66250215,76140158.6715,0.021828148134977,P20 Rural
Completed secondary education,P20,Urban,2000,TZA,411247.886316003,10991330.5475759,0.037415659963634,P20 Urban
Completed secondary education,Not P20,Rural,2001,TZA,2210267.66788082,16308849.6930673,0.135525663028238,Not P20 Rural
Completed secondary education,Not P20,Urban,2001,TZA,6568586.8980093,29776039.600271,0.220599750208202,Not P20 Urban
Completed secondary education,P20,Rural,2001,TZA,1692235.52354815,77969843.4149174,0.0217037183792059,P20 Rural
Completed secondary education,P20,Urban,2001,TZA,369982.728085384,10852199.6437216,0.0340928788846447,P20 Urban
Completed secondary education,Not P20,Rural,2002,TZA,2347723.04961211,17200061.8769381,0.136495035099841,Not P20 Rural
Completed secondary education,Not P20,Urban,2002,TZA,6745668.6526023,30315395.8356457,0.222516264975519,Not P20 Urban
Completed secondary education,P20,Rural,2002,TZA,1673790.52183889,79925826.8300619,0.0209417980172754,P20 Rural
Completed secondary education,P20,Urban,2002,TZA,380526.153214527,11046140.6563334,0.0344487875950002,P20 Urban
