sleeping.category,p20,povcal_year,iso3,value,total,percentage,demographic
5 people per room or more,Not P20,2010,GIN,957100.256626327,8072409.03493339,0.118564390442118,Not P20
5 people per room or more,P20,2010,GIN,1426531.77084221,12282794.3248156,0.116140654407939,P20
5 people per room or more,Not P20,2011,GIN,1060297.16602667,9049002.83859988,0.117172818368871,Not P20
5 people per room or more,P20,2011,GIN,1347360.31238729,11762137.6194698,0.114550633224781,P20
5 people per room or more,Not P20,2012,GIN,1176053.2573472,10537094.1632775,0.111610776094782,Not P20
5 people per room or more,P20,2012,GIN,1285816.76739691,10736500.0612476,0.119761259261567,P20
5 people per room or more,Not P20,2013,GIN,761648.471135739,7014497.62090217,0.108582041408944,Not P20
5 people per room or more,P20,2013,GIN,938271.078123126,8501038.18439549,0.110371352036204,P20
5 people per room or more,Not P20,2014,GIN,765098.227399847,6911296.13551418,0.110702567564474,Not P20
5 people per room or more,P20,2014,GIN,980120.256501524,8737621.65589551,0.112172430336373,P20
5 people per room or more,Not P20,2015,GIN,769885.829346419,6844129.43552885,0.11248849639661,Not P20
5 people per room or more,P20,2015,GIN,1009680.54576133,8998555.47044823,0.112204736535456,P20
5 people per room or more,Not P20,2016,GIN,810856.089342468,7299427.79727592,0.111084883892553,Not P20
5 people per room or more,P20,2016,GIN,1008995.18962642,8716976.15816723,0.115750596458964,P20
5 people per room or more,Not P20,2017,GIN,873396.49715455,7756829.45979356,0.112597099327977,Not P20
5 people per room or more,P20,2017,GIN,987301.216716338,8408849.98483451,0.117412157250629,P20
5 people per room or more,Not P20,2018,GIN,1565333.01874802,13536000.325117,0.115642211964448,Not P20
5 people per room or more,P20,2018,GIN,1378723.15345656,11181308.0084387,0.123306070489787,P20
5 people per room or more,Not P20,2000,GMB,61179.9223672254,588888.867934014,0.103890437905307,Not P20
5 people per room or more,P20,2000,GMB,46232.5270014879,728783.247502274,0.0634379661716135,P20
5 people per room or more,Not P20,2001,GMB,57766.1045125394,559100.066600184,0.103319795441642,Not P20
5 people per room or more,P20,2001,GMB,53100.2133623561,800942.055736859,0.0662971971343226,P20
5 people per room or more,Not P20,2002,GMB,55986.0635591233,524198.710207047,0.106803131081742,Not P20
5 people per room or more,P20,2002,GMB,58482.1539094252,880029.376467019,0.0664547746624194,P20
5 people per room or more,Not P20,2003,GMB,62673.4812319343,622693.293077386,0.100649038505294,Not P20
5 people per room or more,P20,2003,GMB,55517.0333612113,827197.723315503,0.0671145867504237,P20
5 people per room or more,Not P20,2004,GMB,74405.4979393853,727229.336251326,0.102313663971432,Not P20
5 people per room or more,P20,2004,GMB,47583.774769573,769262.58787537,0.0618563485597224,P20
5 people per room or more,Not P20,2005,GMB,82212.754884863,843297.734640727,0.0974895953205523,Not P20
5 people per room or more,P20,2005,GMB,43625.1630685051,700407.082875607,0.0622854396180528,P20
5 people per room or more,Not P20,2006,GMB,86149.5360785335,898821.084744926,0.0958472576363534,Not P20
5 people per room or more,P20,2006,GMB,43576.9694280883,692586.614676336,0.0629191620292185,P20
5 people per room or more,Not P20,2007,GMB,90356.8882601773,958550.415341032,0.0942640958827713,Not P20
5 people per room or more,P20,2007,GMB,43315.1837259879,681259.149601876,0.063581067133265,P20
5 people per room or more,Not P20,2008,GMB,93274.8591752052,1013878.15334072,0.0919980954988187,Not P20
5 people per room or more,P20,2008,GMB,44427.0657136559,675367.252888747,0.0657820845230919,P20
5 people per room or more,Not P20,2009,GMB,103128.467986476,1098256.57834275,0.0939019806665714,Not P20
5 people per room or more,P20,2009,GMB,38730.2285293055,641981.63268002,0.0603291847581715,P20
5 people per room or more,Not P20,2010,GMB,107537.610545942,1184755.72631547,0.0907677491295006,Not P20
5 people per room or more,P20,2010,GMB,38634.6107802437,608398.244428987,0.0635021733445406,P20
5 people per room or more,Not P20,2011,GMB,102046.517408299,1110903.12024395,0.0918590609286341,Not P20
5 people per room or more,P20,2011,GMB,48605.0300674523,737200.562548932,0.0659318949776657,P20
5 people per room or more,Not P20,2012,GMB,114243.13404878,1229609.77767582,0.092910072872647,Not P20
5 people per room or more,P20,2012,GMB,41043.6776108595,675356.572328229,0.0607733444710033,P20
5 people per room or more,Not P20,2013,GMB,117763.361474587,1304089.10368889,0.0903031557747613,Not P20
5 people per room or more,P20,2013,GMB,42308.3757547324,659575.870493842,0.0641448204026249,P20
5 people per room or more,Not P20,2014,GMB,122849.705633852,1384478.66533104,0.0887335491041879,Not P20
5 people per room or more,P20,2014,GMB,42139.9079931559,639515.894802693,0.065893448991064,P20
5 people per room or more,Not P20,2015,GMB,128923.614378611,1463713.37427176,0.0880798226242585,Not P20
5 people per room or more,P20,2015,GMB,41105.0883261898,622097.736960388,0.0660749684238238,P20
5 people per room or more,Not P20,2016,GMB,132834.78645836,1506655.74991844,0.0881653200909036,Not P20
5 people per room or more,P20,2016,GMB,42352.0986165223,642432.87816894,0.065924550339382,P20
5 people per room or more,Not P20,2017,GMB,136837.187697698,1548804.47114961,0.0883502018793437,Not P20
5 people per room or more,P20,2017,GMB,43628.1957632927,665037.639198247,0.0656025962919779,P20
5 people per room or more,Not P20,2018,GMB,140929.396504032,1592814.47768709,0.0884782242239999,Not P20
5 people per room or more,P20,2018,GMB,44932.926516028,687234.080865558,0.0653822733288137,P20
5 people per room or more,Not P20,2000,GUY,177600.548143679,1230797.29236458,0.144297155384926,Not P20
5 people per room or more,P20,2000,GUY,123235.374091064,235221.229661315,0.523912634367679,P20
5 people per room or more,Not P20,2001,GUY,170042.236252715,1218463.89107796,0.139554596158185,Not P20
5 people per room or more,P20,2001,GUY,129135.973557809,244526.167075282,0.528106971545714,P20
5 people per room or more,Not P20,2002,GUY,170298.916433563,1214073.58761416,0.140270670716283,Not P20
5 people per room or more,P20,2002,GUY,129539.49988262,247973.136429967,0.522393279157497,P20
5 people per room or more,Not P20,2003,GUY,165384.112724734,1198398.99787801,0.138004214804566,Not P20
5 people per room or more,P20,2003,GUY,135956.481439976,264402.844310002,0.514202038161785,P20
5 people per room or more,Not P20,2004,GUY,159925.399738102,1186827.49425223,0.134750332725367,Not P20
5 people per room or more,P20,2004,GUY,138743.071711523,276969.088807968,0.500933415741993,P20
5 people per room or more,Not P20,2005,GUY,157977.544569468,1171035.05306538,0.134904197919554,Not P20
5 people per room or more,P20,2005,GUY,142483.707020989,293436.673137062,0.485568846926081,P20
5 people per room or more,Not P20,2006,GUY,115553.598215572,894759.060372245,0.129144932231811,Not P20
5 people per room or more,P20,2006,GUY,108085.06213852,214630.93799933,0.503585657995203,P20
5 people per room or more,Not P20,2007,GUY,113365.504450926,869615.214918036,0.130362834626359,Not P20
5 people per room or more,P20,2007,GUY,102670.637298382,198697.749141724,0.516717666616096,P20
5 people per room or more,Not P20,2008,GUY,112544.970038453,846360.175076815,0.13297526673941,Not P20
5 people per room or more,P20,2008,GUY,96279.038750145,186323.553029883,0.516730371359457,P20
5 people per room or more,Not P20,2009,GUY,178791.732659121,1182985.14143761,0.151136076351597,Not P20
5 people per room or more,P20,2009,GUY,142418.251144492,280994.924812417,0.506835670571508,P20
5 people per room or more,Not P20,2010,GUY,179202.534855548,1185703.23632498,0.151136076351597,Not P20
5 people per room or more,P20,2010,GUY,142745.479532021,281640.554957509,0.506835670571508,P20
5 people per room or more,Not P20,2011,GUY,176723.08442658,1184688.17974486,0.149172657791386,Not P20
5 people per room or more,P20,2011,GUY,148975.004699541,285795.595270421,0.521264173293433,P20
5 people per room or more,Not P20,2012,GUY,176475.273912915,1194047.4891235,0.147795858640813,Not P20
5 people per room or more,P20,2012,GUY,147734.340453737,283195.974026189,0.521668222727189,P20
5 people per room or more,Not P20,2013,GUY,175862.321630474,1197012.72929035,0.146917670403333,Not P20
5 people per room or more,P20,2013,GUY,147242.293407738,288076.049823885,0.511122995117972,P20
5 people per room or more,Not P20,2014,GUY,176225.821145579,1203776.03894424,0.146394192477977,Not P20
5 people per room or more,P20,2014,GUY,147899.530325405,289386.190457316,0.511080124769189,P20
5 people per room or more,Not P20,2015,GUY,176296.882746847,1206517.28131449,0.146120478734273,Not P20
5 people per room or more,P20,2015,GUY,151594.984391345,294710.386189293,0.514386297515743,P20
5 people per room or more,Not P20,2016,GUY,176473.90551861,1209676.29318536,0.145885231043019,Not P20
5 people per room or more,P20,2016,GUY,160059.133325236,299364.465560907,0.534663100462975,P20
5 people per room or more,Not P20,2017,GUY,177265.180090386,1215201.79969323,0.14587303946977,Not P20
5 people per room or more,P20,2017,GUY,159262.528045283,297111.813004458,0.536035664266549,P20
5 people per room or more,Not P20,2018,GUY,178425.347522673,1221990.63345625,0.146012041858308,Not P20
5 people per room or more,P20,2018,GUY,159941.360466699,297682.114913434,0.537289116321986,P20
5 people per room or more,Not P20,2000,HND,1982820.16884509,10004112.479269,0.198200507336755,Not P20
5 people per room or more,P20,2000,HND,1767898.47760294,3133890.39502563,0.564122625478253,P20
5 people per room or more,Not P20,2001,HND,2047308.74551069,10311676.3507677,0.198542766071034,Not P20
5 people per room or more,P20,2001,HND,1804937.35434519,3180835.91891737,0.567441201103993,P20
5 people per room or more,Not P20,2002,HND,2118743.82990937,10622905.2186879,0.199450506833297,Not P20
5 people per room or more,P20,2002,HND,1834967.36169224,3224015.12697572,0.569155940472752,P20
5 people per room or more,Not P20,2003,HND,2067164.95573041,10598288.8437912,0.195047048273403,Not P20
5 people per room or more,P20,2003,HND,1987711.25383545,3602443.05175849,0.551767571416619,P20
5 people per room or more,Not P20,2004,HND,2002423.9893833,10539005.6918461,0.190001224777073,Not P20
5 people per room or more,P20,2004,HND,2152083.77637751,4014695.36066152,0.536051576282715,P20
5 people per room or more,Not P20,2005,HND,1915250.14472435,10448047.3923974,0.183311778057017,Not P20
5 people per room or more,P20,2005,HND,2339586.47141644,4457422.37487535,0.524874305070061,P20
5 people per room or more,Not P20,2006,HND,2157274.62122084,11211876.5201822,0.192409773452069,Not P20
5 people per room or more,P20,2006,HND,2198820.64060053,4043924.94143042,0.543734285983747,P20
5 people per room or more,Not P20,2007,HND,2219335.80485563,11075728.5168919,0.200378313848236,Not P20
5 people per room or more,P20,2007,HND,1866186.33070841,3306145.90104091,0.564459762686475,P20
5 people per room or more,Not P20,2008,HND,2314173.54177942,11195694.7879049,0.206702092690085,Not P20
5 people per room or more,P20,2008,HND,1624445.12595779,2806122.66227581,0.578893128157247,P20
5 people per room or more,Not P20,2009,HND,2240622.01644763,10883025.2870458,0.205882276053761,Not P20
5 people per room or more,P20,2009,HND,1542598.63275322,2714594.1274337,0.568261242873738,P20
5 people per room or more,Not P20,2010,HND,2159766.0115714,10547192.7522005,0.204771645148971,Not P20
5 people per room or more,P20,2010,HND,1465561.3736304,2625998.89399697,0.558096721586847,P20
5 people per room or more,Not P20,2011,HND,1911675.02883479,9731658.37913523,0.196438772751563,Not P20
5 people per room or more,P20,2011,HND,1538201.46167691,3012553.12366134,0.510597290250417,P20
5 people per room or more,Not P20,2012,HND,2799498.88247185,12793754.3154509,0.218817620961418,Not P20
5 people per room or more,P20,2012,HND,2196687.99704496,4464412.01154633,0.492044191119381,P20
5 people per room or more,Not P20,2013,HND,2870608.90743749,13046361.7523604,0.220031374411195,Not P20
5 people per room or more,P20,2013,HND,2319107.32495385,4527144.12239686,0.512267173797424,P20
5 people per room or more,Not P20,2014,HND,2872348.93180929,13206100.4271957,0.217501672628068,Not P20
5 people per room or more,P20,2014,HND,2408667.17071061,4681043.76716135,0.514557712023116,P20
5 people per room or more,Not P20,2015,HND,2940426.99632616,13369871.3720276,0.219929340717376,Not P20
5 people per room or more,P20,2015,HND,2500987.92729557,4831591.99933409,0.517632268544254,P20
5 people per room or more,Not P20,2016,HND,2968588.24124057,13546332.5253115,0.219143316886228,Not P20
5 people per room or more,P20,2016,HND,2551502.17869181,4970525.27582373,0.513326466943468,P20
5 people per room or more,Not P20,2017,HND,2994105.44532813,13717884.3900992,0.218262915780884,Not P20
5 people per room or more,P20,2017,HND,2600893.88426283,5115016.14535918,0.508482047827475,P20
5 people per room or more,Not P20,2018,HND,3067436.0616038,13921877.9027661,0.220332061739626,Not P20
5 people per room or more,P20,2018,HND,2635188.50786923,5227690.86443544,0.504082696587266,P20
5 people per room or more,Not P20,2000,HTI,2683852.48782697,12207344.7004399,0.219855550382735,Not P20
5 people per room or more,P20,2000,HTI,3697208.48344191,13181635.2082408,0.280481778249372,P20
5 people per room or more,Not P20,2001,HTI,2658890.6762274,12087151.1865531,0.21997662105736,Not P20
5 people per room or more,P20,2001,HTI,3838423.41775748,13736825.9495567,0.279425788158972,P20
5 people per room or more,Not P20,2002,HTI,2524512.82983827,11886704.3930283,0.212381224127936,Not P20
5 people per room or more,P20,2002,HTI,4077317.31812345,14373223.8789071,0.28367451536791,P20
5 people per room or more,Not P20,2003,HTI,2459557.86900655,11684480.9772952,0.210497828169335,Not P20
5 people per room or more,P20,2003,HTI,4259751.69547255,15013267.251004,0.283732489687591,P20
5 people per room or more,Not P20,2004,HTI,2363297.72564595,11460763.8475115,0.206207697592433,Not P20
5 people per room or more,P20,2004,HTI,4440204.0120431,15677861.0436174,0.283214910483643,P20
5 people per room or more,Not P20,2005,HTI,2204658.74865636,11155707.3277865,0.197626083571145,Not P20
5 people per room or more,P20,2005,HTI,4626206.77131563,16427507.8695529,0.281613425971321,P20
5 people per room or more,Not P20,2006,HTI,2215919.7279518,11312516.7542583,0.195882116781633,Not P20
5 people per room or more,P20,2006,HTI,4707990.87302622,16719146.3788452,0.281592777905411,P20
5 people per room or more,Not P20,2007,HTI,1929358.62249463,9981077.59172828,0.193301635496108,Not P20
5 people per room or more,P20,2007,HTI,4051802.26126816,14347332.819681,0.282408048394199,P20
5 people per room or more,Not P20,2008,HTI,1915267.23685906,9971371.1937991,0.192076616107733,Not P20
5 people per room or more,P20,2008,HTI,3942269.8646411,14073303.2915552,0.280123989582935,P20
5 people per room or more,Not P20,2009,HTI,1850896.22327143,9690923.70248046,0.190992755705803,Not P20
5 people per room or more,P20,2009,HTI,3874548.48550005,14021990.8352746,0.276319427891294,P20
5 people per room or more,Not P20,2010,HTI,1799123.1256848,9485945.31033872,0.189661975356735,Not P20
5 people per room or more,P20,2010,HTI,3816385.31479427,13911256.4634674,0.274337930927846,P20
5 people per room or more,Not P20,2011,HTI,1771793.35220188,9376652.07505878,0.188957992470972,Not P20
