sleeping.category,p20,sex,povcal_year,iso3,value,total,percentage,demographic
5 people per room or more,P20,Male,2007,ARM,21047.6229571724,119447.667721274,0.176207902244572,P20 Male
5 people per room or more,Not P20,Female,2007,ARM,151934.989438931,2643797.39544649,0.0574684692936813,Not P20 Female
5 people per room or more,P20,Female,2007,ARM,15050.0584808845,152565.25860244,0.0986466946587261,P20 Female
5 people per room or more,Not P20,Male,2008,ARM,161873.199939845,2953833.17643796,0.054801063658933,Not P20 Male
5 people per room or more,P20,Male,2008,ARM,8585.7374984828,85892.0430951943,0.0999596375762912,P20 Male
5 people per room or more,Not P20,Female,2008,ARM,148495.108599954,2620877.91202256,0.0566585371713704,Not P20 Female
5 people per room or more,P20,Female,2008,ARM,14634.8759499178,113103.364920425,0.129393815650085,P20 Female
5 people per room or more,Not P20,Male,2009,ARM,153419.043062319,2899998.73751237,0.0529031413282349,Not P20 Male
5 people per room or more,P20,Male,2009,ARM,20964.0391729002,142399.103913942,0.147220302633153,P20 Male
5 people per room or more,Not P20,Female,2009,ARM,150820.044168016,2528174.88554588,0.0596557006519946,Not P20 Female
5 people per room or more,P20,Female,2009,ARM,14980.9873460639,162835.206357762,0.0920009111122411,P20 Female
5 people per room or more,Not P20,Male,2010,ARM,153063.741162933,2764508.71548589,0.0553674294117862,Not P20 Male
5 people per room or more,P20,Male,2010,ARM,20918.1939530009,268646.08901067,0.0778652465406636,P20 Male
5 people per room or more,Not P20,Female,2010,ARM,150420.873552655,2448228.41398716,0.0614407024660256,Not P20 Female
5 people per room or more,P20,Female,2010,ARM,14946.964830722,230563.241742045,0.0648280476878647,P20 Female
5 people per room or more,Not P20,Male,2011,ARM,50802.1041287028,1709391.03870331,0.0297194164345449,Not P20 Male
5 people per room or more,P20,Male,2011,ARM,8476.17746623348,131202.878731686,0.0646035936724186,P20 Male
5 people per room or more,Not P20,Female,2011,ARM,69637.9873689963,1557552.6249304,0.0447098776981021,Not P20 Female
5 people per room or more,P20,Female,2011,ARM,7282.025329079,95739.8849880181,0.0760605188735118,P20 Female
5 people per room or more,Not P20,Male,2012,ARM,49728.1555068506,1715868.02841298,0.0289813404547462,Not P20 Male
5 people per room or more,P20,Male,2012,ARM,8498.84022295451,144704.570672979,0.0587323550557447,P20 Male
5 people per room or more,Not P20,Female,2012,ARM,65712.0530439195,1549495.05771834,0.0424086883766391,Not P20 Female
5 people per room or more,P20,Female,2012,ARM,7301.49528108588,119133.030273362,0.0612885885999201,P20 Female
5 people per room or more,Not P20,Male,2013,ARM,45998.7718061391,1693020.70426918,0.027169645173356,Not P20 Male
5 people per room or more,P20,Male,2013,ARM,11282.4555855846,195265.159630133,0.0577801775132624,P20 Male
5 people per room or more,Not P20,Female,2013,ARM,69598.7947100104,1546323.83420999,0.0450091974075845,Not P20 Female
5 people per room or more,P20,Female,2013,ARM,10921.1390830363,153553.979116453,0.0711224752746643,P20 Female
5 people per room or more,Not P20,Male,2014,ARM,45012.4258329873,1710849.55037242,0.0263099848979642,Not P20 Male
5 people per room or more,P20,Male,2014,ARM,11340.1570048783,204900.88918829,0.0553445963548626,P20 Male
5 people per room or more,Not P20,Female,2014,ARM,69205.0198267442,1569938.05572215,0.0440813696913097,Not P20 Female
5 people per room or more,P20,Female,2014,ARM,10976.9926355378,161700.32104386,0.0678847918462717,P20 Female
5 people per room or more,Not P20,Male,2015,ARM,43988.5532715122,1717224.10780989,0.0256160818331477,Not P20 Male
5 people per room or more,P20,Male,2015,ARM,11391.3597623999,210885.79190341,0.0540167246905727,P20 Male
5 people per room or more,Not P20,Female,2015,ARM,68764.3859984301,1588541.16359206,0.0432877583373023,Not P20 Female
5 people per room or more,P20,Female,2015,ARM,11026.5556435272,161570.823646938,0.0682459579931473,P20 Female
5 people per room or more,Not P20,Male,2016,ARM,90009.8362521849,2469613.16234679,0.0364469373683819,Not P20 Male
5 people per room or more,P20,Male,2016,ARM,20212.0365059777,518045.769893085,0.039015928090966,P20 Male
5 people per room or more,Not P20,Female,2016,ARM,200961.351375667,2483369.8078066,0.0809228455399334,Not P20 Female
5 people per room or more,P20,Female,2016,ARM,24858.4128298913,392548.703755805,0.0633256780421191,P20 Female
5 people per room or more,Not P20,Male,2017,ARM,89819.0114364325,2463798.69600673,0.0364554992183449,Not P20 Male
5 people per room or more,P20,Male,2017,ARM,20202.9098618372,543558.050386173,0.0371678974260136,P20 Male
5 people per room or more,Not P20,Female,2017,ARM,200253.486199318,2466363.8860002,0.0811938122091455,Not P20 Female
5 people per room or more,P20,Female,2017,ARM,24796.5648896179,407157.099404271,0.0609017131861359,P20 Female
5 people per room or more,Not P20,Male,2018,ARM,89648.4658315547,2430284.4250244,0.0368880551216365,Not P20 Male
5 people per room or more,P20,Male,2018,ARM,20192.996746826,593321.057572658,0.0340338447272338,P20 Male
5 people per room or more,Not P20,Female,2018,ARM,199635.524224647,2438851.07084274,0.0818563817247206,Not P20 Female
5 people per room or more,P20,Female,2018,ARM,24741.7660001248,432334.50012392,0.0572282942791589,P20 Female
5 people per room or more,Not P20,Male,2000,AZE,560703.230525002,4380438.79845176,0.128001612697609,Not P20 Male
5 people per room or more,Not P20,Female,2000,AZE,418947.1011673,3663805.62579845,0.114347523847147,Not P20 Female
5 people per room or more,Not P20,Male,2001,AZE,565064.240170265,4414508.75705116,0.128001612697609,Not P20 Male
5 people per room or more,Not P20,Female,2001,AZE,422205.567053674,3692301.79061904,0.114347523847147,Not P20 Female
5 people per room or more,Not P20,Male,2002,AZE,569296.370137513,4447571.85585169,0.128001612697609,Not P20 Male
5 people per room or more,Not P20,Female,2002,AZE,425367.736424238,3719955.81638342,0.114347523847147,Not P20 Female
5 people per room or more,Not P20,Male,2003,AZE,573626.030671908,4481396.90260811,0.128001612697609,Not P20 Male
5 people per room or more,Not P20,Female,2003,AZE,428602.778833793,3748247.13656872,0.114347523847147,Not P20 Female
5 people per room or more,Not P20,Male,2004,AZE,578669.754287197,4520800.49689879,0.128001612697609,Not P20 Male
5 people per room or more,Not P20,Female,2004,AZE,432371.355993114,3781204.36233566,0.114347523847147,Not P20 Female
5 people per room or more,Not P20,Male,2005,AZE,584615.63564859,4567252.10978151,0.128001612697609,Not P20 Male
5 people per room or more,Not P20,Female,2005,AZE,436814.008763115,3820056.561496,0.114347523847147,Not P20 Female
5 people per room or more,Not P20,Male,2006,AZE,591073.552487502,4617703.94943268,0.128001612697609,Not P20 Male
5 people per room or more,Not P20,Female,2006,AZE,441639.244987826,3862254.5563661,0.114347523847147,Not P20 Female
5 people per room or more,Not P20,Male,2007,AZE,597813.61132423,4670359.99567057,0.128001612697609,Not P20 Male
5 people per room or more,Not P20,Female,2007,AZE,446675.292503908,3906296.15295383,0.114347523847147,Not P20 Female
5 people per room or more,Not P20,Male,2008,AZE,610499.551522352,4769467.65479117,0.128001612697609,Not P20 Male
5 people per room or more,Not P20,Female,2008,AZE,456153.99278999,3989189.9487019,0.114347523847147,Not P20 Female
5 people per room or more,Not P20,Male,2009,AZE,623306.917276571,4869523.93911686,0.128001612697609,Not P20 Male
5 people per room or more,Not P20,Female,2009,AZE,465723.420009619,4072877.176004,0.114347523847147,Not P20 Female
5 people per room or more,Not P20,Male,2010,AZE,630767.239351676,4927806.97100904,0.128001612697609,Not P20 Male
5 people per room or more,Not P20,Female,2010,AZE,471297.634918659,4121625.19189013,0.114347523847147,Not P20 Female
5 people per room or more,Not P20,Male,2011,AZE,639039.921386421,4992436.4851253,0.128001612697609,Not P20 Male
5 people per room or more,Not P20,Female,2011,AZE,477478.830190336,4175681.41509212,0.114347523847147,Not P20 Female
5 people per room or more,Not P20,Male,2012,AZE,647587.918279281,5059216.86947135,0.128001612697609,Not P20 Male
5 people per room or more,Not P20,Female,2012,AZE,483865.735640654,4231536.62940228,0.114347523847147,Not P20 Female
5 people per room or more,Not P20,Male,2013,AZE,656018.530168113,5125080.19502763,0.128001612697609,Not P20 Male
5 people per room or more,Not P20,Female,2013,AZE,490164.933183328,4286624.81435584,0.114347523847147,Not P20 Female
5 people per room or more,Not P20,Male,2014,AZE,664258.33046879,5189452.82383305,0.128001612697609,Not P20 Male
5 people per room or more,Not P20,Female,2014,AZE,496321.55983043,4340466.17829593,0.114347523847147,Not P20 Female
5 people per room or more,Not P20,Male,2015,AZE,672218.357371139,5251639.75050212,0.128001612697609,Not P20 Male
5 people per room or more,Not P20,Female,2015,AZE,502269.144959965,4392479.41766862,0.114347523847147,Not P20 Female
5 people per room or more,Not P20,Male,2016,AZE,679774.956048957,5310674.93387647,0.128001612697609,Not P20 Male
5 people per room or more,Not P20,Female,2016,AZE,507915.295968925,4441856.53419025,0.114347523847147,Not P20 Female
5 people per room or more,Not P20,Male,2017,AZE,686478.162264242,5363043.07263674,0.128001612697609,Not P20 Male
5 people per room or more,Not P20,Female,2017,AZE,512923.807886703,4485657.32452893,0.114347523847147,Not P20 Female
5 people per room or more,Not P20,Male,2018,AZE,692453.093801707,5409721.6371606,0.128001612697609,Not P20 Male
5 people per room or more,Not P20,Female,2018,AZE,517388.166411889,4524699.34638464,0.114347523847147,Not P20 Female
5 people per room or more,Not P20,Male,2000,BDI,99077.9948656377,2108062.58598904,0.046999550926119,Not P20 Male
5 people per room or more,P20,Male,2000,BDI,263311.346671455,3991943.51346486,0.0659606895196046,P20 Male
5 people per room or more,Not P20,Female,2000,BDI,91174.3892242764,2075952.20508015,0.0439193103777436,Not P20 Female
5 people per room or more,P20,Female,2000,BDI,284419.191386228,4579394.2157104,0.0621084750490532,P20 Female
5 people per room or more,Not P20,Male,2001,BDI,102144.627985491,2164919.44720296,0.0471817222194849,Not P20 Male
5 people per room or more,P20,Male,2001,BDI,269459.616848343,4081768.65610238,0.0660154064453144,P20 Male
5 people per room or more,Not P20,Female,2001,BDI,93528.1127600929,2123128.82441191,0.0440520196818483,Not P20 Female
5 people per room or more,P20,Female,2001,BDI,291189.419019896,4678828.64948891,0.0622355381729364,P20 Female
5 people per room or more,Not P20,Male,2002,BDI,103115.371765072,2236990.02532852,0.0460955885352812,Not P20 Male
5 people per room or more,P20,Male,2002,BDI,276785.909943846,4183675.56288053,0.0661585502469686,P20 Male
5 people per room or more,Not P20,Female,2002,BDI,96061.9802220732,2185933.2104713,0.0439455239354553,Not P20 Female
5 people per room or more,P20,Female,2002,BDI,299087.583165946,4799115.8882217,0.0623213921339107,P20 Female
5 people per room or more,Not P20,Male,2003,BDI,101647.417073331,2204442.9053006,0.0461102516327002,Not P20 Male
5 people per room or more,P20,Male,2003,BDI,290283.37112248,4409351.09551497,0.0658335806866788,P20 Male
5 people per room or more,Not P20,Female,2003,BDI,93143.5437046205,2139345.11230389,0.043538344126401,Not P20 Female
5 people per room or more,P20,Female,2003,BDI,315343.173246289,5062580.76688079,0.0622890157741783,P20 Female
5 people per room or more,Not P20,Male,2004,BDI,101653.459463111,2168228.74669716,0.046883180392271,Not P20 Male
5 people per room or more,P20,Male,2004,BDI,304243.083810307,4655161.48199195,0.0653560751839099,P20 Male
5 people per room or more,Not P20,Female,2004,BDI,93058.391687049,2096745.31126514,0.0443823058466263,Not P20 Female
5 people per room or more,P20,Female,2004,BDI,330432.098782109,5340578.9785177,0.0618719618436992,P20 Female
5 people per room or more,Not P20,Male,2005,BDI,103186.972892149,2104570.77850191,0.0490299370998585,Not P20 Male
5 people per room or more,P20,Male,2005,BDI,316530.792659091,4928394.55750803,0.0642259439591501,P20 Male
5 people per room or more,Not P20,Female,2005,BDI,94160.0595306685,2037379.2507931,0.0462162650836923,Not P20 Female
5 people per room or more,P20,Female,2005,BDI,344696.808381049,5656620.58821816,0.0609368797156022,P20 Female
5 people per room or more,Not P20,Male,2006,BDI,106943.28643164,2164410.00692782,0.0494099020469029,Not P20 Male
5 people per room or more,P20,Male,2006,BDI,328393.188789227,5098466.13898767,0.0644101931516271,P20 Male
5 people per room or more,Not P20,Female,2006,BDI,97552.4961740213,2093715.9674345,0.0465929943179235,Not P20 Female
5 people per room or more,P20,Female,2006,BDI,356980.039259782,5856256.04046742,0.0609570409478355,P20 Female
5 people per room or more,Not P20,Male,2007,BDI,109956.563018937,2231411.38040419,0.0492766882810377,Not P20 Male
5 people per room or more,P20,Male,2007,BDI,338674.057257349,5285466.98067986,0.0640764682657777,P20 Male
5 people per room or more,Not P20,Female,2007,BDI,100357.350663101,2158036.96070299,0.0465039999270489,Not P20 Female
5 people per room or more,P20,Female,2007,BDI,368043.446662109,6046567.54870857,0.0608681609354907,P20 Female
5 people per room or more,Not P20,Male,2008,BDI,113523.968419677,2302624.47704773,0.0493019897735256,Not P20 Male
5 people per room or more,P20,Male,2008,BDI,348353.217598944,5472091.95958543,0.0636599713915143,P20 Male
5 people per room or more,Not P20,Female,2008,BDI,103704.783196612,2222966.36530845,0.0466515305022271,Not P20 Female
5 people per room or more,P20,Female,2008,BDI,377962.934413449,6251477.21798412,0.060459779542367,P20 Female
5 people per room or more,Not P20,Male,2009,BDI,115662.627575399,2295243.74571822,0.0503923070441508,Not P20 Male
5 people per room or more,P20,Male,2009,BDI,360745.147234116,5735316.62998762,0.0628989069841284,P20 Male
5 people per room or more,Not P20,Female,2009,BDI,106022.839014333,2228795.98170424,0.0475695576825578,Not P20 Female
5 people per room or more,P20,Female,2009,BDI,390627.397096867,6532833.93582148,0.0597944783128406,P20 Female
5 people per room or more,Not P20,Male,2010,BDI,119187.050037782,2318618.31800114,0.0514043424536264,Not P20 Male
5 people per room or more,P20,Male,2010,BDI,372901.349546398,5983313.8782997,0.0623235479754518,P20 Male
5 people per room or more,Not P20,Female,2010,BDI,108142.751874069,2236165.43713452,0.0483608010741129,Not P20 Female
5 people per room or more,P20,Female,2010,BDI,403896.484333991,6809856.54769449,0.0593105715965093,P20 Female
5 people per room or more,Not P20,Male,2011,BDI,109728.928182028,2200186.36361909,0.0498725607959566,Not P20 Male
5 people per room or more,P20,Male,2011,BDI,398319.466480353,6401992.46334644,0.0622180467660446,P20 Male
5 people per room or more,Not P20,Female,2011,BDI,100770.974896236,2104545.86991518,0.0478825272172837,Not P20 Female
5 people per room or more,P20,Female,2011,BDI,429927.007931559,7206731.54788002,0.0596563095316114,P20 Female
5 people per room or more,Not P20,Male,2012,BDI,76794.1709512524,1297170.74169763,0.0592012820538569,Not P20 Male
5 people per room or more,P20,Male,2012,BDI,311707.882776037,4834884.74173326,0.0644705922533104,P20 Male
5 people per room or more,Not P20,Female,2012,BDI,72794.4245246963,1239863.64508595,0.058711637213663,Not P20 Female
5 people per room or more,P20,Female,2012,BDI,318752.813829624,5174610.33296762,0.0615993849428312,P20 Female
5 people per room or more,Not P20,Male,2013,BDI,65798.8125366644,1218037.34709651,0.0540203571700917,Not P20 Male
5 people per room or more,P20,Male,2013,BDI,302300.225186213,4875587.20285905,0.0620028342450615,P20 Male
5 people per room or more,Not P20,Female,2013,BDI,65932.822013711,1185099.21681171,0.0556348540935596,Not P20 Female
5 people per room or more,P20,Female,2013,BDI,311817.206302317,5233556.69173559,0.0595803627759901,P20 Female
5 people per room or more,Not P20,Male,2014,BDI,56820.2197972696,1064452.78103544,0.0533797466732137,Not P20 Male
5 people per room or more,P20,Male,2014,BDI,288847.734409325,4955403.26039857,0.0582894507733953,P20 Male
5 people per room or more,Not P20,Female,2014,BDI,55499.47766257,1056408.29064237,0.0525360110803584,Not P20 Female
5 people per room or more,P20,Female,2014,BDI,306313.457711308,5329668.80917731,0.0574732631010502,P20 Female
5 people per room or more,Not P20,Male,2015,BDI,49165.7729270645,949605.619349686,0.0517749389064636,Not P20 Male
5 people per room or more,P20,Male,2015,BDI,274087.543508121,4989204.73218244,0.0549361187245218,P20 Male
