handwashing,p20,urban,povcal_year,iso3,value,total,percentage,demographic
no soap and water,P20,Rural,2018,GHA,2410114.16507291,2875095.82740552,0.838272638462902,P20 Rural
no soap and water,P20,Urban,2018,GHA,221559.472120163,315577.498067289,0.70207626803899,P20 Urban
no soap and water,Not P20,Rural,2000,GIN,1678294.42832333,2150134.39568344,0.780553267596962,Not P20 Rural
no soap and water,Not P20,Urban,2000,GIN,1924938.02833644,3391603.9964688,0.567559783023199,Not P20 Urban
no soap and water,P20,Rural,2000,GIN,2826403.23709591,3775854.80382478,0.748546589829908,P20 Rural
no soap and water,P20,Urban,2000,GIN,138327.911346655,219664.105602497,0.629724692467383,P20 Urban
no soap and water,Not P20,Rural,2001,GIN,1588021.85449838,2017541.36988637,0.787107455738477,Not P20 Rural
no soap and water,Not P20,Urban,2001,GIN,1982775.0884301,3481253.36175548,0.569557823688608,Not P20 Urban
no soap and water,P20,Rural,2001,GIN,3024994.35941503,4002308.9049579,0.755812315153334,P20 Rural
no soap and water,P20,Urban,2001,GIN,156407.213663,246381.549385476,0.634817071542531,P20 Urban
no soap and water,Not P20,Rural,2002,GIN,1398008.80933439,1808182.84857641,0.773156769203431,Not P20 Rural
no soap and water,Not P20,Urban,2002,GIN,2032938.4317246,3573406.60141848,0.568907672280455,Not P20 Urban
no soap and water,P20,Rural,2002,GIN,3239005.74871193,4277166.54030008,0.757278380019472,P20 Rural
no soap and water,P20,Urban,2002,GIN,172581.184495526,264891.907853364,0.65151550265953,P20 Urban
no soap and water,Not P20,Rural,2003,GIN,1276611.19745501,1649726.55926638,0.773831996753877,Not P20 Rural
no soap and water,Not P20,Urban,2003,GIN,2052462.80740404,3622265.20196074,0.566624113080688,Not P20 Urban
no soap and water,P20,Rural,2003,GIN,3475770.54779305,4506332.3167361,0.771308084600055,P20 Rural
no soap and water,P20,Urban,2003,GIN,225438.07409849,337427.021636009,0.668109130695751,P20 Urban
no soap and water,Not P20,Rural,2004,GIN,1168995.3102266,1503875.31411073,0.777321962304997,Not P20 Rural
no soap and water,Not P20,Urban,2004,GIN,2072335.62734981,3680487.69660127,0.563060061106439,Not P20 Urban
no soap and water,P20,Rural,2004,GIN,3672994.19603583,4776983.76230681,0.768894009022575,P20 Rural
no soap and water,P20,Urban,2004,GIN,261293.382834967,382587.769053179,0.682963241301756,P20 Urban
no soap and water,Not P20,Rural,2005,GIN,994642.979397761,1307221.17292259,0.760883467924567,Not P20 Rural
no soap and water,Not P20,Urban,2005,GIN,2050088.92255495,3730258.15729938,0.549583657780717,Not P20 Urban
no soap and water,P20,Rural,2005,GIN,3829391.4164061,4942503.50157611,0.774787800390014,P20 Rural
no soap and water,P20,Urban,2005,GIN,384804.899415749,522595.215039279,0.736334524966567,P20 Urban
no soap and water,Not P20,Rural,2006,GIN,1041146.21792911,1363152.65775211,0.763778152071391,Not P20 Rural
no soap and water,Not P20,Urban,2006,GIN,2146291.83237988,3865736.14013928,0.555209086852614,Not P20 Urban
no soap and water,P20,Rural,2006,GIN,3918185.40577854,5110367.15635138,0.766713092406452,P20 Rural
no soap and water,P20,Urban,2006,GIN,313718.322033821,448766.276196563,0.699068398571931,P20 Urban
no soap and water,Not P20,Rural,2007,GIN,1114511.40974268,1443330.93728664,0.77218008770593,Not P20 Rural
no soap and water,Not P20,Urban,2007,GIN,2168877.19747914,3900988.06057195,0.555981501045954,Not P20 Urban
no soap and water,P20,Rural,2007,GIN,4046116.95948715,5245009.46315625,0.77142224202058,P20 Rural
no soap and water,P20,Urban,2007,GIN,298240.575233022,430149.817776619,0.693341163724266,P20 Urban
no soap and water,Not P20,Rural,2008,GIN,1159521.1140059,1494410.35495226,0.775905433312489,Not P20 Rural
no soap and water,Not P20,Urban,2008,GIN,2205883.52977496,3942984.31040533,0.559445170490218,Not P20 Urban
no soap and water,P20,Rural,2008,GIN,4143610.5080854,5394014.55739533,0.768186749218985,P20 Rural
no soap and water,P20,Urban,2008,GIN,274603.769391172,407441.669562797,0.673970754355669,P20 Urban
no soap and water,Not P20,Rural,2009,GIN,1035779.34317696,1357975.49686234,0.762737873820386,Not P20 Rural
no soap and water,Not P20,Urban,2009,GIN,2191540.69830388,3947443.25990962,0.555179784485125,Not P20 Urban
no soap and water,P20,Rural,2009,GIN,4402784.07136085,5697831.97764425,0.772712162913089,P20 Rural
no soap and water,P20,Urban,2009,GIN,375268.248550847,517852.103683329,0.724662979799975,P20 Urban
no soap and water,Not P20,Rural,2010,GIN,899409.940847498,1185595.45033262,0.758614534658657,Not P20 Rural
no soap and water,Not P20,Urban,2010,GIN,2162318.04981071,3917671.91622749,0.55193954370046,Not P20 Urban
no soap and water,P20,Rural,2010,GIN,4608128.65914258,5988033.13794149,0.769556305549558,P20 Rural
no soap and water,P20,Urban,2010,GIN,467184.96296616,645346.768589813,0.72392856942173,P20 Urban
no soap and water,Not P20,Rural,2011,GIN,1189067.48267151,1545100.6453001,0.769572834163542,Not P20 Rural
no soap and water,Not P20,Urban,2011,GIN,2286855.91321528,4066537.51201642,0.562359478169753,Not P20 Urban
no soap and water,P20,Rural,2011,GIN,4559039.22921931,6017081.71981309,0.757682784032545,P20 Rural
no soap and water,P20,Urban,2011,GIN,272203.383484346,403700.97356452,0.674269821746769,P20 Urban
no soap and water,Not P20,Rural,2012,GIN,1739247.05530705,2256409.43381584,0.770802953241418,Not P20 Rural
no soap and water,Not P20,Urban,2012,GIN,2369831.6994034,4211490.46420183,0.562706177194809,Not P20 Urban
no soap and water,P20,Rural,2012,GIN,4223298.83797897,5569936.77958238,0.758231018610525,P20 Rural
no soap and water,P20,Urban,2012,GIN,185452.513650349,291473.490849438,0.636258594597702,P20 Urban
no soap and water,Not P20,Rural,2013,GIN,982285.351470602,1245732.44324373,0.788520325370075,Not P20 Rural
no soap and water,Not P20,Urban,2013,GIN,1507990.36436947,2577005.95908172,0.58517146964876,Not P20 Urban
no soap and water,P20,Rural,2013,GIN,3167312.52784893,3878723.99237518,0.816586210845437,P20 Rural
no soap and water,P20,Urban,2013,GIN,115927.075075213,167743.222426917,0.691098414576604,P20 Urban
no soap and water,Not P20,Rural,2014,GIN,924938.641802732,1191800.43828129,0.776085166688308,Not P20 Rural
no soap and water,Not P20,Urban,2014,GIN,1562739.99019511,2665964.43810167,0.58618185894028,Not P20 Urban
no soap and water,P20,Rural,2014,GIN,3448736.56180527,4183930.35962824,0.824281540410655,P20 Rural
no soap and water,P20,Urban,2014,GIN,129347.625224081,184970.759431809,0.699286879836625,P20 Urban
no soap and water,Not P20,Rural,2015,GIN,892092.021762197,1141122.41273766,0.78176715469288,Not P20 Rural
no soap and water,Not P20,Urban,2015,GIN,1610031.0587973,2749603.85217688,0.585550190265636,Not P20 Urban
no soap and water,P20,Rural,2015,GIN,3741971.17503615,4526532.51689595,0.826674979372994,P20 Rural
no soap and water,P20,Urban,2015,GIN,155453.595470076,215682.448294927,0.720752183123897,P20 Urban
no soap and water,Not P20,Rural,2016,GIN,1073068.9236554,1364700.11736813,0.786303826019185,Not P20 Rural
no soap and water,Not P20,Urban,2016,GIN,1702038.89339507,2890208.30947876,0.588898346120259,Not P20 Urban
no soap and water,P20,Rural,2016,GIN,3829305.82819939,4619672.1268148,0.828912901842591,P20 Rural
no soap and water,P20,Urban,2016,GIN,125497.086769365,181335.827051742,0.692070005192937,P20 Urban
no soap and water,Not P20,Rural,2017,GIN,1262508.95076371,1592502.42217881,0.792783064679038,Not P20 Rural
no soap and water,Not P20,Urban,2017,GIN,1781384.45179615,3017904.65837038,0.590271944759869,Not P20 Urban
no soap and water,P20,Rural,2017,GIN,3894164.15922313,4672784.65607209,0.833371200652876,P20 Rural
no soap and water,P20,Urban,2017,GIN,125274.229224569,180031.711627535,0.695845349089093,P20 Urban
no soap and water,Not P20,Rural,2018,GIN,2047374.19708607,2531920.37190821,0.808625034105258,Not P20 Rural
no soap and water,Not P20,Urban,2018,GIN,2660221.85952743,4428323.08924559,0.600728945452945,Not P20 Urban
no soap and water,P20,Rural,2018,GIN,4688306.27724332,5564352.41073987,0.842560990241078,P20 Rural
no soap and water,P20,Urban,2018,GIN,181458.248779447,241254.774346189,0.752143659213404,P20 Urban
no soap and water,Not P20,Rural,2000,GMB,341.20498201589,900.003032404761,0.379115369316265,Not P20 Rural
no soap and water,Not P20,Urban,2000,GMB,33900.3096052394,72135.6225363793,0.469952409271063,Not P20 Urban
no soap and water,P20,Rural,2000,GMB,7752.44751915744,9828.30792158176,0.78878761034074,P20 Rural
no soap and water,P20,Urban,2000,GMB,4245.60252021326,4245.60252021326,1,P20 Urban
no soap and water,Not P20,Rural,2001,GMB,352.17649554587,711.942465261523,0.494669882371045,Not P20 Rural
no soap and water,Not P20,Urban,2001,GMB,34990.3807504699,74455.1577142525,0.469952409271063,Not P20 Urban
no soap and water,P20,Rural,2001,GMB,8001.72899900095,10361.3394445712,0.772267817477349,P20 Rural
no soap and water,P20,Urban,2001,GMB,4382.12070707628,4382.12070707628,1,P20 Urban
no soap and water,Not P20,Urban,2002,GMB,32595.8359430134,72644.116353741,0.448705794482897,Not P20 Urban
no soap and water,Not P20,Rural,2002,GMB,363.618242692485,662.348882963915,0.548982948480785,Not P20 Rural
no soap and water,P20,Rural,2002,GMB,8261.69455916815,10770.6892664188,0.767053468428128,P20 Rural
no soap and water,P20,Urban,2002,GMB,8055.8258557382,8754.48065878434,0.920194603166425,P20 Urban
no soap and water,Not P20,Rural,2003,GMB,375.44244306144,990.311850818791,0.379115369316265,Not P20 Rural
no soap and water,Not P20,Urban,2003,GMB,37301.9613709439,79373.912411264,0.469952409271063,Not P20 Urban
no soap and water,P20,Rural,2003,GMB,8530.34975955459,10814.5077936374,0.78878761034074,P20 Rural
no soap and water,P20,Urban,2003,GMB,4671.61813710693,4671.61813710693,1,P20 Urban
no soap and water,Not P20,Rural,2004,GMB,387.509528415199,1172.94169491401,0.330374075792068,Not P20 Rural
no soap and water,Not P20,Urban,2004,GMB,38500.8826970874,81925.0671718135,0.469952409271063,Not P20 Urban
no soap and water,P20,Rural,2004,GMB,8804.52349922716,11011.2963367491,0.799590096385195,P20 Rural
no soap and water,P20,Urban,2004,GMB,4821.76848862543,4821.76848862543,1,P20 Urban
no soap and water,Not P20,Rural,2005,GMB,1570.88864664338,2600.03540844202,0.604179712915786,Not P20 Rural
no soap and water,Not P20,Urban,2005,GMB,41684.5544426684,86478.73053518,0.482020887502632,Not P20 Urban
no soap and water,P20,Rural,2005,GMB,7911.14425896117,9968.6037161696,0.79360605398817,P20 Rural
no soap and water,P20,Urban,2005,GMB,3004.88508236757,3004.88508236757,1,P20 Urban
no soap and water,Not P20,Rural,2006,GMB,1685.80269421528,3293.18176791143,0.511906968100468,Not P20 Rural
no soap and water,Not P20,Urban,2006,GMB,43432.7412763972,89611.1271400538,0.484680225130032,Not P20 Urban
no soap and water,P20,Rural,2006,GMB,8089.23978859746,9663.8478709124,0.837061996075661,P20 Rural
no soap and water,P20,Urban,2006,GMB,2637.67149680824,2637.67149680824,1,P20 Urban
no soap and water,Not P20,Rural,2007,GMB,1737.07553607164,3393.34223661265,0.511906968100468,Not P20 Rural
no soap and water,Not P20,Urban,2007,GMB,44753.726278079,92336.6045438974,0.484680225130032,Not P20 Urban
no soap and water,P20,Rural,2007,GMB,8335.26995205739,9957.76894798122,0.837061996075661,P20 Rural
no soap and water,P20,Urban,2007,GMB,2717.89494999701,2717.89494999701,1,P20 Urban
no soap and water,Not P20,Rural,2008,GMB,1789.44368438586,3495.64236452171,0.511906968100468,Not P20 Rural
no soap and water,Not P20,Urban,2008,GMB,46102.9305738487,95120.3044470816,0.484680225130032,Not P20 Urban
no soap and water,P20,Rural,2008,GMB,8586.55588869289,10257.9688588762,0.837061996075661,P20 Rural
no soap and water,P20,Urban,2008,GMB,2799.83216164285,2799.83216164285,1,P20 Urban
no soap and water,Not P20,Rural,2009,GMB,3496.93255137053,5455.00450453445,0.641050350822574,Not P20 Rural
no soap and water,Not P20,Urban,2009,GMB,47494.6275590719,97991.675947435,0.484680225130032,Not P20 Urban
no soap and water,P20,Rural,2009,GMB,7192.28457956825,8713.78334727488,0.825391714818976,P20 Rural
no soap and water,P20,Urban,2009,GMB,2884.34995541407,2884.34995541407,1,P20 Urban
no soap and water,Not P20,Rural,2010,GMB,3815.38260553448,5832.99403113103,0.654103636172361,Not P20 Rural
no soap and water,Not P20,Urban,2010,GMB,48938.8058813659,100971.327782635,0.484680225130032,Not P20 Urban
no soap and water,P20,Rural,2010,GMB,7198.86361724411,8766.62689213075,0.821166875905952,P20 Rural
no soap and water,P20,Urban,2010,GMB,2972.05494213783,2972.05494213783,1,P20 Urban
no soap and water,Not P20,Rural,2011,GMB,3636.60660934862,5503.25786837066,0.66080977783171,Not P20 Rural
no soap and water,Not P20,Urban,2011,GMB,50438.4948846801,104065.510143617,0.484680225130032,Not P20 Urban
no soap and water,P20,Rural,2011,GMB,7715.16202826243,9543.75629542599,0.808398893416846,P20 Rural
no soap and water,P20,Urban,2011,GMB,3063.13109395025,3063.13109395025,1,P20 Urban
no soap and water,Not P20,Rural,2012,GMB,3827.94653996223,5971.36642238841,0.641050350822574,Not P20 Rural
no soap and water,Not P20,Urban,2012,GMB,51990.3923111956,107267.409759182,0.484680225130032,Not P20 Urban
no soap and water,P20,Rural,2012,GMB,7873.09462402747,9538.61600822366,0.825391714818976,P20 Rural
no soap and water,P20,Urban,2012,GMB,3157.37786464889,3157.37786464889,1,P20 Urban
no soap and water,Not P20,Rural,2013,GMB,4178.18732123913,6387.65340869952,0.654103636172361,Not P20 Rural
no soap and water,Not P20,Urban,2013,GMB,53592.3967241188,110572.690911293,0.484680225130032,Not P20 Urban
no soap and water,P20,Rural,2013,GMB,7883.40352793674,9600.24540595282,0.821166875905952,P20 Rural
no soap and water,P20,Urban,2013,GMB,3254.66763392313,3254.66763392313,1,P20 Urban
no soap and water,Not P20,Rural,2014,GMB,4306.55357232072,6583.90098168773,0.654103636172361,Not P20 Rural
no soap and water,Not P20,Urban,2014,GMB,55238.9133891284,113969.81045453,0.484680225130032,Not P20 Urban
no soap and water,P20,Rural,2014,GMB,8125.60496096021,9895.19329063979,0.821166875905952,P20 Rural
no soap and water,P20,Urban,2014,GMB,3354.6606334135,3354.6606334135,1,P20 Urban
no soap and water,Not P20,Rural,2015,GMB,5989.99041601723,8336.8922428085,0.718492004161894,Not P20 Rural
no soap and water,Not P20,Urban,2015,GMB,57227.511916714,117752.159603292,0.485999680256513,Not P20 Urban
no soap and water,P20,Rural,2015,GMB,6821.86931724392,8645.50415947815,0.789065529482747,P20 Rural
no soap and water,P20,Urban,2015,GMB,3155.61862635742,3155.61862635742,1,P20 Urban
no soap and water,Not P20,Rural,2016,GMB,6171.70951678869,8589.80960266615,0.718492004161894,Not P20 Rural
no soap and water,Not P20,Urban,2016,GMB,58963.6302211916,121324.42183927,0.485999680256513,Not P20 Urban
no soap and water,P20,Rural,2016,GMB,7028.8252340005,8907.78391828632,0.789065529482747,P20 Rural
no soap and water,P20,Urban,2016,GMB,3251.35102980601,3251.35102980601,1,P20 Urban
no soap and water,Not P20,Rural,2017,GMB,6357.66726533806,8848.6263291881,0.718492004161894,Not P20 Rural
no soap and water,Not P20,Urban,2017,GMB,60740.2439604487,124980.008069943,0.485999680256513,Not P20 Urban
no soap and water,P20,Rural,2017,GMB,7240.60845417737,9176.18142427762,0.789065529482747,P20 Rural
no soap and water,P20,Urban,2017,GMB,3349.31641777537,3349.31641777537,1,P20 Urban
no soap and water,Not P20,Rural,2018,GMB,6547.79761227585,9113.25049457401,0.718492004161894,Not P20 Rural
no soap and water,Not P20,Urban,2018,GMB,62556.7221080626,128717.619886179,0.485999680256513,Not P20 Urban
no soap and water,P20,Rural,2018,GMB,7457.14375556677,9450.60134670325,0.789065529482747,P20 Rural
no soap and water,P20,Urban,2018,GMB,3449.47999443626,3449.47999443626,1,P20 Urban
no soap and water,Not P20,Rural,2000,HND,207458.41326228,2234438.04573245,0.0928459008557003,Not P20 Rural
no soap and water,Not P20,Urban,2000,HND,158420.109397008,2700193.47508418,0.0586699104559791,Not P20 Urban
no soap and water,P20,Rural,2000,HND,391593.06064931,1465725.08634754,0.267166786116164,P20 Rural
no soap and water,P20,Urban,2000,HND,28553.6280912106,102525.941326662,0.278501496516229,P20 Urban
no soap and water,Not P20,Rural,2001,HND,218960.303338929,2311591.38887836,0.0947227543727674,Not P20 Rural
no soap and water,Not P20,Urban,2001,HND,163497.943869991,2773915.36766223,0.0589412156463093,Not P20 Urban
no soap and water,P20,Rural,2001,HND,396191.046097619,1488015.89523674,0.266254579246,P20 Rural
no soap and water,P20,Urban,2001,HND,28500.8274109674,104128.85087446,0.273707307548498,P20 Urban
no soap and water,Not P20,Rural,2002,HND,227726.530164786,2392931.01646567,0.0951663581598501,Not P20 Rural
no soap and water,Not P20,Urban,2002,HND,167814.599299161,2847151.98794291,0.0589412156463092,Not P20 Urban
no soap and water,P20,Rural,2002,HND,403665.980166227,1506993.09747289,0.267861864027873,P20 Rural
no soap and water,P20,Urban,2002,HND,29253.3032431848,106878.04978682,0.273707307548498,P20 Urban
no soap and water,Not P20,Rural,2003,HND,207881.887322722,2314234.57349343,0.0898274918643685,Not P20 Rural
no soap and water,Not P20,Urban,2003,HND,168677.192268172,2910884.23753267,0.0579470629897484,Not P20 Urban
no soap and water,P20,Rural,2003,HND,439623.414889846,1685213.47298085,0.260871053987141,P20 Rural
no soap and water,P20,Urban,2003,HND,33419.7754725162,118531.032728337,0.281949584874634,P20 Urban
no soap and water,Not P20,Rural,2004,HND,189188.275541198,2224131.6573736,0.0850616351392631,Not P20 Rural
no soap and water,Not P20,Urban,2004,HND,170845.599170919,2966945.12735384,0.0575829992930449,Not P20 Urban
no soap and water,P20,Rural,2004,HND,474713.398308284,1876591.90960754,0.252965706543818,P20 Rural
no soap and water,P20,Urban,2004,HND,36368.9436358675,139182.130351925,0.261304691513975,P20 Urban
no soap and water,Not P20,Rural,2005,HND,172936.120162048,2132363.22151665,0.0811006860449632,Not P20 Rural
