educ.category,p20,sex,povcal_year,iso3,value,total,percentage,demographic
Completed secondary education,P20,Female,2001,GHA,219641.63714993,5096137.66699576,0.0430996278951412,P20 Female
Completed secondary education,Not P20,Male,2002,GHA,4139804.94626434,15187272.4466582,0.272583833654427,Not P20 Male
Completed secondary education,P20,Male,2002,GHA,241069.035690582,5732713.35252052,0.0420514721156588,P20 Male
Completed secondary education,Not P20,Female,2002,GHA,3702475.31838415,14067928.6414796,0.263185534469326,Not P20 Female
Completed secondary education,P20,Female,2002,GHA,229487.300958726,5251523.25095441,0.043699187834124,P20 Female
Completed secondary education,Not P20,Male,2003,GHA,4239540.67567495,15560556.6961189,0.27245430600387,Not P20 Male
Completed secondary education,P20,Male,2003,GHA,247206.096498745,5877545.43081274,0.0420594105836731,P20 Male
Completed secondary education,Not P20,Female,2003,GHA,3789007.96483769,14424780.7231158,0.262673522569794,Not P20 Female
Completed secondary education,P20,Female,2003,GHA,235296.88503722,5377971.41466316,0.0437519776315058,P20 Female
Completed secondary education,Not P20,Male,2004,GHA,4338348.4912716,15936661.9466838,0.272224415990348,Not P20 Male
Completed secondary education,P20,Male,2004,GHA,254464.090800921,6037253.53106567,0.0421489820646979,P20 Male
Completed secondary education,Not P20,Female,2004,GHA,3898257.26451567,14780566.0180096,0.263742082662179,Not P20 Female
Completed secondary education,P20,Female,2004,GHA,237409.352209982,5523019.16132189,0.0429854297577993,P20 Female
Completed secondary education,Not P20,Male,2005,GHA,4447754.40792102,16327397.9143459,0.272410486426195,Not P20 Male
Completed secondary education,P20,Male,2005,GHA,262143.418031329,6209861.73608776,0.0422140506781203,P20 Male
Completed secondary education,Not P20,Female,2005,GHA,4011827.10020737,15141031.3511241,0.264963925321344,Not P20 Female
Completed secondary education,P20,Female,2005,GHA,244282.23346543,5676042.14374064,0.0430374241908716,P20 Female
Completed secondary education,Not P20,Male,2006,GHA,4572278.61833029,16833252.3951098,0.271621817995112,Not P20 Male
Completed secondary education,P20,Male,2006,GHA,265894.789588203,6278539.7580811,0.0423497819291453,P20 Male
Completed secondary education,Not P20,Female,2006,GHA,4132851.68421232,15668291.1607398,0.263771692893226,Not P20 Female
Completed secondary education,P20,Female,2006,GHA,247664.252215996,5695622.47077093,0.0434832634162414,P20 Female
Completed secondary education,Not P20,Male,2007,GHA,4672784.93642581,17362766.3389495,0.269126753491087,Not P20 Male
Completed secondary education,P20,Male,2007,GHA,262683.138392026,6381257.34447169,0.0411647931139461,P20 Male
Completed secondary education,Not P20,Female,2007,GHA,4218379.7895069,16115817.6616086,0.261754003307942,Not P20 Female
Completed secondary education,P20,Female,2007,GHA,250664.755282195,5779808.45112091,0.0433690419677458,P20 Female
Completed secondary education,Not P20,Male,2008,GHA,4794850.53229115,17915336.4810261,0.267639434926009,Not P20 Male
Completed secondary education,P20,Male,2008,GHA,261990.430557317,6423108.9405964,0.0407887259861718,P20 Male
Completed secondary education,Not P20,Female,2008,GHA,4335018.70259827,16669558.2443102,0.260056003828292,Not P20 Female
Completed secondary education,P20,Female,2008,GHA,252914.245208567,5823746.98889199,0.0434280963254356,P20 Female
Completed secondary education,Not P20,Male,2009,GHA,3664284.27415321,14076451.8733011,0.260313060928606,Not P20 Male
Completed secondary education,P20,Male,2009,GHA,198372.235365718,5186848.88257034,0.0382452313257708,P20 Male
Completed secondary education,Not P20,Female,2009,GHA,3344291.06323667,13277284.3600744,0.251880653644292,Not P20 Female
Completed secondary education,P20,Female,2009,GHA,206737.716069981,4782294.08652989,0.0432298207365146,P20 Female
Completed secondary education,Not P20,Male,2010,GHA,3685991.50474222,13936645.6203916,0.264481971138665,Not P20 Male
Completed secondary education,P20,Male,2010,GHA,203198.405580175,5133572.72327726,0.0395822590880632,P20 Male
Completed secondary education,Not P20,Female,2010,GHA,3391727.45064306,13169746.9194835,0.257539303631212,Not P20 Female
Completed secondary education,P20,Female,2010,GHA,213820.191522054,4759027.62800251,0.0449293864704457,P20 Female
Completed secondary education,Not P20,Male,2011,GHA,3731599.98916944,14094928.3099507,0.264747709751388,Not P20 Male
Completed secondary education,P20,Male,2011,GHA,192564.352072463,4765832.04745117,0.040405190563828,P20 Male
Completed secondary education,Not P20,Female,2011,GHA,3468144.08491145,13353833.9581888,0.25971148778473,Not P20 Female
Completed secondary education,P20,Female,2011,GHA,206767.262773755,4425449.49496079,0.0467223189439172,P20 Female
Completed secondary education,Not P20,Male,2012,GHA,3769601.29516772,14121245.76442,0.266945378478266,Not P20 Male
Completed secondary education,P20,Male,2012,GHA,177658.952442527,4406649.50899743,0.0403161068471149,P20 Male
Completed secondary education,Not P20,Female,2012,GHA,3537582.8037486,13365715.6790931,0.264675898297175,Not P20 Female
Completed secondary education,P20,Female,2012,GHA,185359.508209818,4218749.5059691,0.0439370737578879,P20 Female
Completed secondary education,Not P20,Male,2013,GHA,3781347.95442751,13767606.2673897,0.274655439804674,Not P20 Male
Completed secondary education,P20,Male,2013,GHA,199373.916983031,4476824.45473726,0.0445346738516984,P20 Male
Completed secondary education,Not P20,Female,2013,GHA,3567958.82856875,13060721.1783009,0.273182374836741,Not P20 Female
Completed secondary education,P20,Female,2013,GHA,202098.041700645,4293096.46675392,0.0470751224123911,P20 Female
Completed secondary education,Not P20,Male,2014,GHA,6490789.92246595,19557100.2197621,0.331889178330596,Not P20 Male
Completed secondary education,P20,Male,2014,GHA,421850.978933322,7223913.09039588,0.0583964637523351,P20 Male
Completed secondary education,Not P20,Female,2014,GHA,6360441.05381061,19716518.6489968,0.322594529340718,Not P20 Female
Completed secondary education,P20,Female,2014,GHA,458198.028064859,7393657.04144393,0.0619717719521618,P20 Female
Completed secondary education,Not P20,Male,2015,GHA,6598387.18736138,19476141.7369071,0.338793344004964,Not P20 Male
Completed secondary education,P20,Male,2015,GHA,445544.187821952,7743686.77368229,0.0575364423747328,P20 Male
Completed secondary education,Not P20,Female,2015,GHA,6410359.24399484,19760427.354074,0.324403876957308,Not P20 Female
Completed secondary education,P20,Female,2015,GHA,536464.379665595,8151028.96041361,0.065815540868643,P20 Female
Completed secondary education,Not P20,Male,2016,GHA,6742744.58012452,19895713.0496925,0.338904394292556,Not P20 Male
Completed secondary education,P20,Male,2016,GHA,455242.124802515,7964736.66409634,0.0571572098365371,P20 Male
Completed secondary education,Not P20,Female,2016,GHA,6550374.75718295,20174507.7695564,0.324685728742663,Not P20 Female
Completed secondary education,P20,Female,2016,GHA,541965.119270951,8349542.44678627,0.0649095591435136,P20 Female
Completed secondary education,Not P20,Male,2017,GHA,6908546.8044742,20375711.2467001,0.339057946043138,Not P20 Male
Completed secondary education,P20,Male,2017,GHA,466564.83406983,8130783.87349746,0.0573825157978448,P20 Male
Completed secondary education,Not P20,Female,2017,GHA,6712038.48599677,20665009.4074271,0.324802101642617,Not P20 Female
Completed secondary education,P20,Female,2017,GHA,555566.986110466,8477434.0684559,0.0655348047090926,P20 Female
Completed secondary education,Not P20,Male,2018,GHA,7065561.60590533,20826467.4901208,0.339258763362387,Not P20 Male
Completed secondary education,P20,Male,2018,GHA,477202.991321536,8307471.54179669,0.0574426272687934,P20 Male
Completed secondary education,Not P20,Female,2018,GHA,6864744.95258274,21119293.1812945,0.325046150628889,Not P20 Female
Completed secondary education,P20,Female,2018,GHA,547966.527607449,8673382.96320507,0.0631779468209899,P20 Female
Completed secondary education,Not P20,Male,2000,GIN,983097.43200821,4491210.56530933,0.218893640748394,Not P20 Male
Completed secondary education,P20,Male,2000,GIN,115596.928773936,3698302.17711332,0.0312567560026056,P20 Male
Completed secondary education,Not P20,Female,2000,GIN,996687.04389949,4380424.63889667,0.227532060487755,Not P20 Female
Completed secondary education,P20,Female,2000,GIN,122994.391683092,3752089.83503541,0.0327802363724405,P20 Female
Completed secondary education,Not P20,Male,2001,GIN,1007391.52060888,4396274.32843358,0.22914664676256,Not P20 Male
Completed secondary education,P20,Male,2001,GIN,119038.870065235,3949482.65855673,0.0301403703615034,P20 Male
Completed secondary education,Not P20,Female,2001,GIN,1005324.67077017,4330642.38417805,0.232142158503577,Not P20 Female
Completed secondary education,P20,Female,2001,GIN,140554.394127025,3993772.60614722,0.0351933893058116,P20 Female
Completed secondary education,Not P20,Male,2002,GIN,1023092.47668229,4315143.52633038,0.237093498846453,Not P20 Male
Completed secondary education,P20,Male,2002,GIN,133034.334467435,4224441.33562261,0.0314915805187357,P20 Male
Completed secondary education,Not P20,Female,2002,GIN,1014503.2408961,4195410.50728013,0.241812628141079,Not P20 Female
Completed secondary education,P20,Female,2002,GIN,155975.867744243,4270866.97484864,0.0365208911124588,P20 Female
Completed secondary education,Not P20,Male,2003,GIN,1021066.98399674,4233662.43364863,0.241178176106208,Not P20 Male
Completed secondary education,P20,Male,2003,GIN,170386.171073004,4477918.02730151,0.0380503104420788,P20 Male
Completed secondary education,Not P20,Female,2003,GIN,1025934.18140832,4115347.68387115,0.249294655085682,Not P20 Female
Completed secondary education,P20,Female,2003,GIN,181886.090235546,4507513.15429095,0.0403517602743762,P20 Female
Completed secondary education,Not P20,Male,2004,GIN,1004982.14782811,4069249.01332565,0.246969930947227,Not P20 Male
Completed secondary education,P20,Male,2004,GIN,214614.309656892,4797177.46800075,0.0447376214635507,P20 Male
Completed secondary education,Not P20,Female,2004,GIN,1032081.98514042,4030101.13386363,0.256093321447487,Not P20 Female
Completed secondary education,P20,Female,2004,GIN,209517.044654763,4777974.15185013,0.0438506023674561,P20 Female
Completed secondary education,Not P20,Male,2005,GIN,1043069.73797511,3944714.62963527,0.264422102967573,Not P20 Male
Completed secondary education,P20,Male,2005,GIN,234714.467555514,5128676.05038333,0.0457651185705073,P20 Male
Completed secondary education,Not P20,Female,2005,GIN,1051205.21504475,3939561.87363371,0.266833025794098,Not P20 Female
Completed secondary education,P20,Female,2005,GIN,246927.925961009,5020303.72839488,0.0491858539483145,P20 Female
Completed secondary education,Not P20,Male,2006,GIN,1075680.30789212,4094387.65424658,0.262720679800911,Not P20 Male
Completed secondary education,P20,Male,2006,GIN,231375.120958337,5150634.78797769,0.0449216709168353,P20 Male
Completed secondary education,Not P20,Female,2006,GIN,1094744.49091294,4046398.14736476,0.270547892482083,Not P20 Female
Completed secondary education,P20,Female,2006,GIN,233243.945093919,5132873.10227038,0.0454412062107574,P20 Female
Completed secondary education,Not P20,Male,2007,GIN,1082699.25674001,4187076.38829138,0.25858120472023,Not P20 Male
Completed secondary education,P20,Male,2007,GIN,232508.126207649,5268997.3189245,0.0441275848390655,P20 Male
Completed secondary education,Not P20,Female,2007,GIN,1111096.61870349,4167148.55158831,0.266632351822446,Not P20 Female
Completed secondary education,P20,Female,2007,GIN,226892.83849122,5221481.43394354,0.0434537288625114,P20 Female
Completed secondary education,Not P20,Male,2008,GIN,1091247.46320088,4315193.13690926,0.252884964491412,Not P20 Male
Completed secondary education,P20,Male,2008,GIN,228049.999122517,5341341.93413616,0.0426952630883008,P20 Male
Completed secondary education,Not P20,Female,2008,GIN,1126731.15783814,4299526.97894536,0.262059329632236,Not P20 Female
Completed secondary education,P20,Female,2008,GIN,224385.268859905,5327858.69423967,0.0421154692226549,P20 Female
Completed secondary education,Not P20,Male,2009,GIN,1097986.23531509,4183899.20210667,0.262431330745786,Not P20 Male
Completed secondary education,P20,Male,2009,GIN,247097.0813257,5727152.59121147,0.0431448398467468,P20 Male
Completed secondary education,Not P20,Female,2009,GIN,1114157.09778178,4158825.50970065,0.267901861999969,Not P20 Female
Completed secondary education,P20,Female,2009,GIN,261216.56770176,5662354.91288744,0.0461321432019804,P20 Female
Completed secondary education,Not P20,Male,2010,GIN,1097904.74129157,4035694.87577076,0.272048500961533,Not P20 Male
Completed secondary education,P20,Male,2010,GIN,265215.016808203,6090921.56010095,0.0435426748138598,P20 Male
Completed secondary education,Not P20,Female,2010,GIN,1121239.41303773,3989429.52010461,0.281052568390363,Not P20 Female
Completed secondary education,P20,Female,2010,GIN,275597.438337981,6069039.97828241,0.0454103843975629,P20 Female
Completed secondary education,Not P20,Male,2011,GIN,1123549.10166654,4514730.24114201,0.24886295341144,Not P20 Male
Completed secondary education,P20,Male,2011,GIN,235281.773436934,5827952.41240591,0.0403712585120104,P20 Male
Completed secondary education,Not P20,Female,2011,GIN,1161411.29580691,4480313.96813523,0.2592254257329,Not P20 Female
Completed secondary education,P20,Female,2011,GIN,229422.577377606,5815108.70068468,0.0394528441661966,P20 Female
Completed secondary education,Not P20,Male,2012,GIN,1238439.44171085,5294025.8341222,0.233931507044902,Not P20 Male
Completed secondary education,P20,Male,2012,GIN,161393.567971702,5297800.38807946,0.0304642599096131,P20 Male
Completed secondary education,Not P20,Female,2012,GIN,1240272.81829138,5163071.31258732,0.240219966605469,Not P20 Female
Completed secondary education,P20,Female,2012,GIN,174544.9956915,5336856.73800311,0.032705580130826,P20 Female
Completed secondary education,Not P20,Male,2013,GIN,763510.745250414,3539838.96298734,0.215690813405272,Not P20 Male
Completed secondary education,P20,Male,2013,GIN,94728.1867016861,4239706.05342972,0.022343102448118,P20 Male
Completed secondary education,Not P20,Female,2013,GIN,776371.79970107,3440214.73116376,0.225675389581986,Not P20 Female
Completed secondary education,P20,Female,2013,GIN,111612.117502303,4203111.4035993,0.026554641736768,P20 Female
Completed secondary education,Not P20,Male,2014,GIN,775129.214473835,3492816.27719592,0.221920980938659,Not P20 Male
